file_name,formula,energy,bandgap,type,space_group_symbol,space_group_number,num_atoms
Sc2Al2O5_id1876_E-7.04.cif,Sc2Al2O5,-7.0378,3.441,Semiconductor,Pmmn,59,18
ScTi3_id4349_E-7.02.cif,ScTi3,-7.0155,0.0,Metal,P4/mmm,123,16
Sc3C_id1898_E-7.01.cif,Sc3C,-7.0148,0.0,Metal,Cmcm,63,16
Li(CN7)2_id4296_E-7.01.cif,Li(CN7)2,-7.0079,0.0,Metal,Pmmn,59,34
Sc11O4_id4285_E-6.98.cif,Sc11O4,-6.9778,0.0,Metal,P4_22_12,94,30
ScTi2Si2N_id4939_E-6.97.cif,ScTi2Si2N,-6.97,0.014,Metal,P4_132,213,24
ScC2_id1446_E-6.95.cif,ScC2,-6.9503,0.0,Metal,P4_2/mmc,131,12
Sc7(TeO2)2_id4_E-6.94.cif,Sc7(TeO2)2,-6.9371,0.812,Semiconductor,P2_1/c,14,26
LiSc2O2_id3958_E-6.94.cif,LiSc2O2,-6.9355,0.007,Metal,Pa-3,205,20
Ti4SiP_id810_E-6.92.cif,Ti4SiP,-6.9245,0.0,Metal,I4_1/a,88,24
BCN3_id444_E-6.92.cif,BCN3,-6.9213,0.508,Semiconductor,Pnma,62,20
Sc2P3CN2_id1155_E-6.91.cif,Sc2P3CN2,-6.911,0.0,Metal,I4/m,87,32
ScTi3Sn2O3_id115_E-6.91.cif,ScTi3Sn2O3,-6.9088,0.0,Metal,P6/mmm,191,9
Ti_id511_E-6.89.cif,Ti,-6.8868,0.0,Metal,P2_12_12,18,46
CaSi2CN8_id1884_E-6.89.cif,CaSi2CN8,-6.8858,0.507,Semiconductor,Pban,50,24
Ti6Al_id3039_E-6.86.cif,Ti6Al,-6.8603,0.0,Metal,I-4m2,119,14
CaSc4O3_id1068_E-6.85.cif,CaSc4O3,-6.8477,0.0,Metal,I4_1/a,88,32
Li(BO)6_id4501_E-6.83.cif,Li(BO)6,-6.8315,0.516,Semiconductor,P6_322,182,26
Ca(C3N4)2_id4891_E-6.81.cif,Ca(C3N4)2,-6.8103,1.677,Semiconductor,P2_1,4,30
Sc2Ti3O3_id962_E-6.80.cif,Sc2Ti3O3,-6.7958,0.0,Metal,Pn-3m,224,16
Ti3O2_id2514_E-6.79.cif,Ti3O2,-6.7869,0.0,Metal,I4/mmm,139,20
Ti2B_id3602_E-6.77.cif,Ti2B,-6.7652,0.0,Metal,P6_422,181,18
BaScO4_id1974_E-6.73.cif,BaScO4,-6.7259,0.0,Metal,P4/nbm,125,12
TiAlCdO6_id371_E-6.72.cif,TiAlCdO6,-6.7179,2.41,Semiconductor,P-31c,163,18
ScSe_id3743_E-6.71.cif,ScSe,-6.7115,0.0,Metal,P6_3/mmc,194,4
Ti4NO2_id2332_E-6.70.cif,Ti4NO2,-6.7011,1.305,Semiconductor,P6_122,178,42
BaScO4_id4205_E-6.66.cif,BaScO4,-6.6626,0.0,Metal,P4/nbm,125,12
Ti2As_id2787_E-6.66.cif,Ti2As,-6.6608,0.0,Metal,P3_1,144,9
SrSc3(SbO3)4_id3210_E-6.65.cif,SrSc3(SbO3)4,-6.6464,1.203,Semiconductor,Im-3,204,40
Sc2Be2O3_id2671_E-6.63.cif,Sc2Be2O3,-6.6347,3.34,Semiconductor,P321,150,21
MgTi13AlO4_id3020_E-6.63.cif,MgTi13AlO4,-6.6266,0.0,Metal,P2_12_12,18,38
ScAl2O2_id4626_E-6.62.cif,ScAl2O2,-6.6204,2.816,Semiconductor,P4/mnc,128,20
LiTi4As(SO)3_id3251_E-6.62.cif,LiTi4As(SO)3,-6.6173,0.801,Semiconductor,P-6m2,187,12
BaTiO2_id531_E-6.61.cif,BaTiO2,-6.6107,0.038,Metal,P4/mbm,127,32
Sc2AsSe_id1542_E-6.61.cif,Sc2AsSe,-6.6081,0.0,Metal,P6_3/mmc,194,8
Sc2SbS_id3000_E-6.54.cif,Sc2SbS,-6.5358,0.0,Metal,R-3m,166,12
Ti8BeGa_id374_E-6.48.cif,Ti8BeGa,-6.4767,0.0,Metal,P4/mcc,124,20
Al2Sn4B4N17_id4309_E-6.46.cif,Al2Sn4B4N17,-6.4599,1.484,Semiconductor,I4,79,54
Ba3Sc4N4_id3047_E-6.44.cif,Ba3Sc4N4,-6.4398,0.0,Metal,I-43m,217,22
Ca2N7_id4515_E-6.41.cif,Ca2N7,-6.4128,2.79,Semiconductor,C2/m,12,18
CaTi4O13_id4397_E-6.39.cif,CaTi4O13,-6.3878,1.997,Semiconductor,P1,1,36
Sc2Ti3Al_id824_E-6.38.cif,Sc2Ti3Al,-6.3834,0.0,Metal,P6_3/mmc,194,12
NaSiO2_id3302_E-6.36.cif,NaSiO2,-6.3612,4.099,Insulator,I4_122,98,16
Sc4InP4_id1492_E-6.35.cif,Sc4InP4,-6.3468,0.0,Metal,I4_1/a,88,36
P3C(N3O)3_id4979_E-6.32.cif,P3C(N3O)3,-6.3245,1.528,Semiconductor,P6_3,173,32
Sc9TiO4_id3459_E-6.32.cif,Sc9TiO4,-6.3223,0.0,Metal,Cmmm,65,28
Li2Ti2C3_id2554_E-6.30.cif,Li2Ti2C3,-6.297,0.0,Metal,Pbcn,60,28
C_id3434_E-6.29.cif,C,-6.2932,0.0,Metal,P-43m,215,32
Sc5Ti_id3631_E-6.29.cif,Sc5Ti,-6.2894,0.0,Metal,Cmmm,65,12
Sc4Ti_id2759_E-6.28.cif,Sc4Ti,-6.2762,0.0,Metal,P4_22_12,94,20
Sc_id2252_E-6.27.cif,Sc,-6.2738,0.0,Metal,Fm-3m,225,32
B2P2CN2_id696_E-6.27.cif,B2P2CN2,-6.271,1.079,Semiconductor,Pbcn,60,28
Sc2Ti3_id4342_E-6.26.cif,Sc2Ti3,-6.263,0.0,Metal,Pn-3m,224,10
Sc_id4204_E-6.26.cif,Sc,-6.2608,0.0,Metal,Im-3m,229,16
Sc_id1933_E-6.26.cif,Sc,-6.2581,0.0,Metal,I4/mmm,139,6
MgSiO2_id621_E-6.25.cif,MgSiO2,-6.2536,0.137,Semiconductor,I4_122,98,16
LiZnSiP3C7N8_id1690_E-6.25.cif,LiZnSiP3C7N8,-6.2519,0.0,Metal,P2_1,4,42
Ti2BCN_id1983_E-6.25.cif,Ti2BCN,-6.2457,0.0,Metal,P6_222,180,15
NaLiAl6O12_id124_E-6.24.cif,NaLiAl6O12,-6.2441,3.803,Insulator,R-3,148,60
Sc2TiAl_id2961_E-6.23.cif,Sc2TiAl,-6.2278,0.0,Metal,C2/m,12,8
Mg2Cd(CN)4_id2239_E-6.22.cif,Mg2Cd(CN)4,-6.2222,1.152,Semiconductor,Pban,50,22
Ti4Si3_id3899_E-6.22.cif,Ti4Si3,-6.2209,0.0,Metal,I-43d,220,56
Sr3CaN12_id2867_E-6.22.cif,Sr3CaN12,-6.22,2.512,Semiconductor,P6_3mc,186,32
Sc5Si2N_id638_E-6.22.cif,Sc5Si2N,-6.2193,0.0,Metal,Pn-3m,224,16
N5O3_id2931_E-6.22.cif,N5O3,-6.217,2.884,Semiconductor,C2/c,15,32
NaTi2InO4_id4265_E-6.20.cif,NaTi2InO4,-6.1997,1.117,Semiconductor,I-42d,122,32
N2_id4775_E-6.20.cif,N2,-6.198,4.578,Insulator,Fm-3m,225,32
Sc4Ge3_id1903_E-6.19.cif,Sc4Ge3,-6.1935,0.0,Metal,I-43d,220,28
Sc16Be2O3_id3193_E-6.17.cif,Sc16Be2O3,-6.1661,0.0,Metal,P-31m,162,21
Sc5Se2_id155_E-6.16.cif,Sc5Se2,-6.1601,0.0,Metal,Cmce,64,28
Ti2Al_id1539_E-6.16.cif,Ti2Al,-6.1589,0.0,Metal,P4_2/nmc,137,12
Ca2ScO2_id3270_E-6.16.cif,Ca2ScO2,-6.1589,0.0,Metal,P6/mmm,191,10
SrN4_id1397_E-6.16.cif,SrN4,-6.1581,1.611,Semiconductor,I4_1/a,88,20
Ti3S4(NO2)3_id1192_E-6.15.cif,Ti3S4(NO2)3,-6.1483,1.928,Semiconductor,R-3m,166,48
SrLi2SiO4_id2273_E-6.14.cif,SrLi2SiO4,-6.1429,4.004,Insulator,I222,23,16
CaTi5Ga_id3029_E-6.09.cif,CaTi5Ga,-6.0927,0.0,Metal,I-4m2,119,14
BaCa(SO2)4_id1494_E-6.09.cif,BaCa(SO2)4,-6.0897,3.135,Semiconductor,P4/nbm,125,28
SbO2_id4593_E-6.09.cif,SbO2,-6.0863,1.393,Semiconductor,Pa-3,205,12
AlO3_id3046_E-6.08.cif,AlO3,-6.0828,0.0,Metal,R-3c,167,24
Ti2ZnSiO2_id3035_E-6.08.cif,Ti2ZnSiO2,-6.0799,0.0,Metal,I4_122,98,24
Ti4B_id4874_E-6.07.cif,Ti4B,-6.0682,0.0,Metal,P6_422,181,15
Mg4Sc4O5_id5_E-6.06.cif,Mg4Sc4O5,-6.063,0.004,Metal,P-42_1c,114,26
Ti8As2Se_id3893_E-6.05.cif,Ti8As2Se,-6.0484,0.0,Metal,Pn-3,201,44
LiTi2Si_id2755_E-6.03.cif,LiTi2Si,-6.0331,0.0,Metal,Fm-3m,225,16
Ti5O8_id3201_E-6.03.cif,Ti5O8,-6.0271,1.409,Semiconductor,P4_2/n,86,26
Ti5(Si2O)2_id2684_E-6.02.cif,Ti5(Si2O)2,-6.0248,0.0,Metal,Pm,6,11
SrO_id3549_E-6.02.cif,SrO,-6.0158,0.0,Metal,Pm-3m,221,4
ZnSn(P2O3)2_id794_E-6.01.cif,ZnSn(P2O3)2,-6.0134,0.0,Metal,P4/n,85,24
Sc_id3605_E-6.00.cif,Sc,-6.0006,0.0,Metal,P4_2mc,105,16
ScS_id4647_E-6.00.cif,ScS,-5.9981,0.0,Metal,Aea2,41,16
Sc_id4745_E-5.98.cif,Sc,-5.9794,0.0,Metal,Cmc2_1,36,24
CdSiN2_id1027_E-5.98.cif,CdSiN2,-5.9788,0.652,Semiconductor,I4_122,98,16
Ge3N3O_id711_E-5.97.cif,Ge3N3O,-5.9738,0.0,Metal,R-3c,167,42
ScTi2Ga_id4801_E-5.97.cif,ScTi2Ga,-5.9735,0.0,Metal,P4/mmm,123,16
Be2Al4B2O7_id224_E-5.97.cif,Be2Al4B2O7,-5.9723,3.952,Insulator,Aea2,41,60
Sc_id3993_E-5.96.cif,Sc,-5.9631,0.0,Metal,Ibca,73,24
TiAs_id1754_E-5.96.cif,TiAs,-5.9558,0.0,Metal,P6_222,180,12
Sc2P_id819_E-5.96.cif,Sc2P,-5.9555,0.0,Metal,Pcc2,27,12
Li2PC11N_id3695_E-5.96.cif,Li2PC11N,-5.9554,0.075,Semiconductor,P2/c,13,60
LiSc2PO2_id3860_E-5.94.cif,LiSc2PO2,-5.9439,0.0,Metal,I4_1/amd,141,24
ScSNO3_id992_E-5.94.cif,ScSNO3,-5.9367,2.475,Semiconductor,Pca2_1,29,24
Sc_id3811_E-5.93.cif,Sc,-5.9259,0.0,Metal,P4/mmm,123,16
N3O_id4098_E-5.93.cif,N3O,-5.925,3.212,Semiconductor,R-3c,167,24
Sc7Sn2_id722_E-5.92.cif,Sc7Sn2,-5.9153,0.0,Metal,P-62m,189,9
Ca2Sc9SNO3_id2136_E-5.91.cif,Ca2Sc9SNO3,-5.9076,0.0,Metal,R-3m,166,48
Ti3O16_id2089_E-5.90.cif,Ti3O16,-5.9021,1.215,Semiconductor,P2,3,19
KSr(BO2)6_id2573_E-5.90.cif,KSr(BO2)6,-5.902,2.076,Semiconductor,P-31c,163,40
ScP2_id508_E-5.90.cif,ScP2,-5.9008,0.0,Metal,P4_332,212,12
Ba2NaSn(NO)4_id1374_E-5.90.cif,Ba2NaSn(NO)4,-5.8993,2.432,Semiconductor,I-42d,122,48
PO_id3916_E-5.90.cif,PO,-5.8991,1.862,Semiconductor,Pbca,61,16
TiGe(CN)3_id2405_E-5.89.cif,TiGe(CN)3,-5.8913,0.0,Metal,R-3c,167,48
ScO5_id2227_E-5.89.cif,ScO5,-5.8888,1.501,Semiconductor,C222_1,20,24
Sc3SbC2_id547_E-5.88.cif,Sc3SbC2,-5.885,0.0,Metal,P4/mbm,127,12
CaGaO2_id3326_E-5.88.cif,CaGaO2,-5.8843,2.346,Semiconductor,I4_122,98,16
LiScTiZnBAsPC4N3_id2509_E-5.88.cif,LiScTiZnBAsPC4N3,-5.8828,0.177,Semiconductor,Pca2_1,29,56
Ti4Zn(NO)2_id2662_E-5.88.cif,Ti4Zn(NO)2,-5.8825,1.173,Semiconductor,P4/mnc,128,36
Sc4Te3_id2764_E-5.87.cif,Sc4Te3,-5.8736,0.0,Metal,Im-3m,229,14
Ti_id4587_E-5.87.cif,Ti,-5.8716,0.772,Semiconductor,Im-3m,229,36
Ge2NO_id3687_E-5.87.cif,Ge2NO,-5.868,0.0,Metal,I4_1/amd,141,16
Sc3Al_id3299_E-5.86.cif,Sc3Al,-5.8635,0.0,Metal,Fm-3m,225,16
KTi2O3_id237_E-5.85.cif,KTi2O3,-5.8529,0.0,Metal,I4_122,98,24
Sc6AlGa_id2935_E-5.84.cif,Sc6AlGa,-5.8436,0.0,Metal,Pm-3,200,8
Sc7SbN2_id747_E-5.84.cif,Sc7SbN2,-5.8398,0.0,Metal,R3m,160,30
MgGeO2_id1320_E-5.84.cif,MgGeO2,-5.8373,1.154,Semiconductor,I4_122,98,16
Ti4ZnSb2O7_id971_E-5.83.cif,Ti4ZnSb2O7,-5.8333,0.0,Metal,I4/m,87,28
Ti2SbAs4_id811_E-5.83.cif,Ti2SbAs4,-5.8281,0.0,Metal,I-42m,121,14
Ti2Zn_id2100_E-5.82.cif,Ti2Zn,-5.8241,0.0,Metal,I4/mmm,139,12
LiGeO2_id3869_E-5.82.cif,LiGeO2,-5.8238,0.0,Metal,I4_122,98,16
Sr3O4_id3928_E-5.82.cif,Sr3O4,-5.8186,3.017,Semiconductor,P6_3,173,14
Al2P2NO8_id2282_E-5.81.cif,Al2P2NO8,-5.8133,1.593,Semiconductor,Pcca,54,52
Sr2LiSb(N2O3)2_id2444_E-5.80.cif,Sr2LiSb(N2O3)2,-5.8012,2.135,Semiconductor,I4_1/a,88,56
Sc_id3439_E-5.80.cif,Sc,-5.7974,0.0,Metal,Cmcm,63,16
Sc5N_id3740_E-5.79.cif,Sc5N,-5.7936,0.0,Metal,Pn-3m,224,12
Sc5N_id4663_E-5.79.cif,Sc5N,-5.7936,0.0,Metal,Pn-3m,224,12
Sc_id1217_E-5.79.cif,Sc,-5.7916,0.0,Metal,P4_2/mcm,132,32
TiSi4_id2908_E-5.79.cif,TiSi4,-5.7874,0.273,Semiconductor,Ccce,68,20
SrSn(PO)4_id3096_E-5.78.cif,SrSn(PO)4,-5.784,2.24,Semiconductor,I4_1/a,88,40
Ba(SiO)2_id3734_E-5.78.cif,Ba(SiO)2,-5.7822,0.056,Semiconductor,Pbca,61,20
Sc3P(SN3)3_id1950_E-5.78.cif,Sc3P(SN3)3,-5.7785,1.177,Semiconductor,R-3m,166,48
Sc2Ge_id4567_E-5.77.cif,Sc2Ge,-5.772,0.0,Metal,P4_2/nmc,137,12
CaScAlN_id694_E-5.77.cif,CaScAlN,-5.7672,0.0,Metal,Amm2,38,8
Sc_id1310_E-5.76.cif,Sc,-5.7575,0.0,Metal,Pmna,53,26
CaO2_id4508_E-5.76.cif,CaO2,-5.7568,4.147,Insulator,Pbca,61,12
MgAsO2_id365_E-5.75.cif,MgAsO2,-5.7498,0.007,Metal,I4_122,98,16
ScTe_id1426_E-5.74.cif,ScTe,-5.7446,0.398,Semiconductor,I4/mcm,140,16
Sc_id3576_E-5.74.cif,Sc,-5.7439,0.0,Metal,Pmna,53,30
CaTi4Al_id4124_E-5.74.cif,CaTi4Al,-5.7435,0.0,Metal,I-4m2,119,12
SiO3_id2631_E-5.74.cif,SiO3,-5.7415,0.468,Semiconductor,I-42d,122,32
C13Se2_id2934_E-5.73.cif,C13Se2,-5.7265,1.161,Semiconductor,C2/c,15,60
NaCaTi(NO)2_id498_E-5.73.cif,NaCaTi(NO)2,-5.7263,2.025,Semiconductor,Pca2_1,29,28
ScTiSn_id4898_E-5.72.cif,ScTiSn,-5.7204,0.145,Semiconductor,P4/mmm,123,12
BaSc6O_id4133_E-5.72.cif,BaSc6O,-5.7173,0.0,Metal,P6_322,182,16
ScGa3O7_id707_E-5.72.cif,ScGa3O7,-5.716,1.329,Semiconductor,Pm-3n,223,22
Sc_id4649_E-5.72.cif,Sc,-5.7154,0.0,Metal,I4_1/acd,142,16
As2O3_id4736_E-5.71.cif,As2O3,-5.7127,1.298,Semiconductor,Pccn,56,20
Si2PO2_id2278_E-5.71.cif,Si2PO2,-5.7099,0.445,Semiconductor,Pca2_1,29,20
MgTi6Ga3C_id260_E-5.70.cif,MgTi6Ga3C,-5.7025,0.0,Metal,Pm-3m,221,11
CdSiO2_id3245_E-5.69.cif,CdSiO2,-5.6945,0.014,Metal,I4_122,98,16
LiGeO2_id3753_E-5.69.cif,LiGeO2,-5.6868,2.757,Semiconductor,I4_122,98,16
SnO_id4271_E-5.69.cif,SnO,-5.6851,0.0,Metal,Pbca,61,16
Sc4(BeP)3_id4679_E-5.69.cif,Sc4(BeP)3,-5.6851,0.0,Metal,I-43d,220,40
Ti2CdInO2_id4665_E-5.68.cif,Ti2CdInO2,-5.6787,0.087,Semiconductor,P4_12_12,92,24
Sc2Ga_id4935_E-5.68.cif,Sc2Ga,-5.6779,0.0,Metal,I4/mmm,139,12
NaCaBe2(GaO3)2_id3560_E-5.67.cif,NaCaBe2(GaO3)2,-5.6739,0.0,Metal,C222,21,24
Ti9AlGa_id3639_E-5.67.cif,Ti9AlGa,-5.6685,0.0,Metal,Pm-3,200,11
BaN2O_id2286_E-5.67.cif,BaN2O,-5.667,0.523,Semiconductor,I4_122,98,16
Ti4Zn2B_id583_E-5.67.cif,Ti4Zn2B,-5.6667,0.0,Metal,P6_422,181,21
ScTe_id4481_E-5.66.cif,ScTe,-5.6585,0.0,Metal,P4/mmm,123,8
SrGa2GeO4_id1678_E-5.66.cif,SrGa2GeO4,-5.6556,0.907,Semiconductor,I222,23,16
Sc7Ti_id2437_E-5.65.cif,Sc7Ti,-5.6467,0.0,Metal,P2/m,10,8
Ca2Sc2Cd2SO9_id3630_E-5.64.cif,Ca2Sc2Cd2SO9,-5.6449,1.735,Semiconductor,Pban,50,32
AlGaN2_id1998_E-5.64.cif,AlGaN2,-5.6429,0.115,Semiconductor,Fm-3m,225,16
As2NO_id2676_E-5.63.cif,As2NO,-5.6302,0.788,Semiconductor,Pca2_1,29,16
Sb(NO)3_id4952_E-5.62.cif,Sb(NO)3,-5.6244,0.024,Metal,R-3c,167,42
Sc_id323_E-5.62.cif,Sc,-5.6229,0.0,Metal,Amm2,38,16
BaCaO4_id939_E-5.62.cif,BaCaO4,-5.6228,3.304,Semiconductor,Pban,50,12
KAlSiO2_id2156_E-5.62.cif,KAlSiO2,-5.6227,0.0,Metal,Pca2_1,29,20
ScAl2SO3_id3752_E-5.62.cif,ScAl2SO3,-5.6202,2.359,Semiconductor,P4/nmm,129,14
Sc3GeSe2_id798_E-5.61.cif,Sc3GeSe2,-5.6107,0.304,Semiconductor,P2_1/c,14,24
NaGeO2_id4834_E-5.61.cif,NaGeO2,-5.6059,1.851,Semiconductor,I4_122,98,16
Sc_id1565_E-5.61.cif,Sc,-5.6058,0.0,Metal,P2_12_12_1,19,32
TiGa3N3O4_id834_E-5.60.cif,TiGa3N3O4,-5.6042,0.109,Semiconductor,Pm-3n,223,22
ScAsS2N_id4570_E-5.60.cif,ScAsS2N,-5.6032,1.726,Semiconductor,Pca2_1,29,20
SrCaO4_id1701_E-5.60.cif,SrCaO4,-5.6014,3.444,Semiconductor,P4/nbm,125,12
Sc_id4864_E-5.60.cif,Sc,-5.5987,0.0,Metal,I4/mmm,139,20
BaCaO4_id3765_E-5.60.cif,BaCaO4,-5.5985,0.228,Semiconductor,P4/nbm,125,12
BaO2_id4697_E-5.59.cif,BaO2,-5.5934,3.863,Insulator,Pca2_1,29,12
Sc(Ge2O)2_id2324_E-5.59.cif,Sc(Ge2O)2,-5.5925,0.0,Metal,I4/m,87,14
Mg(SnO2)2_id1968_E-5.59.cif,Mg(SnO2)2,-5.5895,1.389,Semiconductor,P4_2/mcm,132,14
ScSi2_id460_E-5.59.cif,ScSi2,-5.5881,0.0,Metal,Fm-3m,225,12
ScAs2_id3497_E-5.58.cif,ScAs2,-5.584,0.0,Metal,I4_1/amd,141,12
Sc_id3664_E-5.58.cif,Sc,-5.5802,0.0,Metal,Immm,71,14
CdSiO2_id1870_E-5.58.cif,CdSiO2,-5.5785,0.004,Metal,I4_122,98,16
MgGeO2_id3906_E-5.57.cif,MgGeO2,-5.568,0.0,Metal,I4_122,98,16
Sc5B4_id1532_E-5.56.cif,Sc5B4,-5.5644,0.0,Metal,P-31m,162,27
AlGeN2_id4815_E-5.56.cif,AlGeN2,-5.5575,0.304,Semiconductor,I4_122,98,16
LiMg4Ti4(GaO2)2_id3797_E-5.55.cif,LiMg4Ti4(GaO2)2,-5.553,0.0,Metal,I-42m,121,30
CaSc3TiSe2_id3518_E-5.55.cif,CaSc3TiSe2,-5.5521,0.0,Metal,R-3m,166,21
Sc_id3667_E-5.55.cif,Sc,-5.5495,0.0,Metal,Pban,50,14
Ba2Sr2LiP2S2(N2O3)2_id4751_E-5.55.cif,Ba2Sr2LiP2S2(N2O3)2,-5.5457,2.496,Semiconductor,P3_121,152,57
CO_id3442_E-5.54.cif,CO,-5.5392,0.0,Metal,C2/m,12,24
Sc2Sb2C_id279_E-5.54.cif,Sc2Sb2C,-5.5381,0.0,Metal,I4/mmm,139,10
Sn3GeC12_id3737_E-5.53.cif,Sn3GeC12,-5.5339,0.08,Semiconductor,R-3,148,48
Sc_id1673_E-5.53.cif,Sc,-5.5324,0.0,Metal,Pm-3m,221,12
LiSnO2_id1425_E-5.53.cif,LiSnO2,-5.5303,0.009,Metal,Pa-3,205,16
LiTiS2_id4743_E-5.53.cif,LiTiS2,-5.5272,0.69,Semiconductor,I-42d,122,32
SrScO12_id1681_E-5.53.cif,SrScO12,-5.5267,0.059,Semiconductor,P-31c,163,28
Sc_id106_E-5.52.cif,Sc,-5.5238,0.0,Metal,P2/m,10,18
Ba4ScCd3O6_id2415_E-5.52.cif,Ba4ScCd3O6,-5.5237,0.0,Metal,Im-3m,229,28
Sc5Zn_id4835_E-5.52.cif,Sc5Zn,-5.5211,0.0,Metal,P6_3/mmc,194,12
Sc2TiZn_id1373_E-5.52.cif,Sc2TiZn,-5.52,0.0,Metal,Fm-3m,225,16
Cd(GaO2)6_id2165_E-5.52.cif,Cd(GaO2)6,-5.519,1.721,Semiconductor,Im-3,204,38
NaTi6Sn2(SO3)6_id3853_E-5.52.cif,NaTi6Sn2(SO3)6,-5.5188,0.0,Metal,P-3,147,33
K2Na(BO)6_id3717_E-5.51.cif,K2Na(BO)6,-5.5135,1.651,Semiconductor,P6_322,182,30
BeSbN_id4826_E-5.51.cif,BeSbN,-5.5098,1.884,Semiconductor,P6_222,180,9
LiSiO2_id1931_E-5.51.cif,LiSiO2,-5.5058,3.568,Insulator,I4_122,98,16
Ti_id2578_E-5.50.cif,Ti,-5.5024,0.0,Metal,P-4c2,116,16
Sc3Se4_id3733_E-5.50.cif,Sc3Se4,-5.5002,0.0,Metal,Pm-3m,221,14
AsO_id4255_E-5.50.cif,AsO,-5.495,1.04,Semiconductor,Pca2_1,29,8
ScO9_id2932_E-5.49.cif,ScO9,-5.4919,0.0,Metal,Pnma,62,40
P2O9_id350_E-5.49.cif,P2O9,-5.4854,4.536,Insulator,Pba2,32,22
BaSrCaO8_id40_E-5.48.cif,BaSrCaO8,-5.4771,0.285,Semiconductor,P4/nbm,125,22
BaLi3MgTiSi2N6O7_id4537_E-5.47.cif,BaLi3MgTiSi2N6O7,-5.4737,2.113,Semiconductor,Pc,7,42
B3AsPO7_id4789_E-5.47.cif,B3AsPO7,-5.4701,1.11,Semiconductor,P6_322,182,24
Ba4LiO4_id3192_E-5.46.cif,Ba4LiO4,-5.4604,0.0,Metal,I4/m,87,18
Sc(Ti2Sn)2_id396_E-5.45.cif,Sc(Ti2Sn)2,-5.4528,0.0,Metal,P4_322,95,28
BaSnO4_id4754_E-5.45.cif,BaSnO4,-5.4524,0.0,Metal,P4/nbm,125,12
