file_name,formula,energy,bandgap,type,space_group_symbol,space_group_number,num_atoms
Sc3Ti2_id1618_E-5.75.cif,Sc3Ti2,-5.748,0.0,Metal,P-31m,162,15
CaGePC7N11_id1276_E-5.74.cif,CaGePC7N11,-5.7413,0.968,Semiconductor,P1,1,84
LiTi4C4SeO3_id2616_E-5.74.cif,LiTi4C4SeO3,-5.7388,1.285,Semiconductor,P4,75,13
NaLi2TiO4_id1572_E-5.73.cif,NaLi2TiO4,-5.7305,2.332,Semiconductor,Pnn2,34,16
Sc5Se2_id1640_E-5.72.cif,Sc5Se2,-5.7199,0.003,Metal,Cmce,64,28
MgAsO2_id1295_E-5.72.cif,MgAsO2,-5.7182,0.874,Semiconductor,I4_122,98,16
Sc_id2329_E-5.69.cif,Sc,-5.6928,0.0,Metal,Cccm,66,36
Ti3Ga2O_id2838_E-5.69.cif,Ti3Ga2O,-5.689,0.0,Metal,Pn-3m,224,12
Sc3In_id308_E-5.68.cif,Sc3In,-5.6843,0.0,Metal,Fm-3m,225,16
Ga(GeO2)2_id1277_E-5.65.cif,Ga(GeO2)2,-5.6531,1.126,Semiconductor,P1,1,28
Sc_id957_E-5.64.cif,Sc,-5.6411,0.237,Semiconductor,P4/mmm,123,32
MgSc3B_id2888_E-5.63.cif,MgSc3B,-5.6255,0.0,Metal,Pm-3m,221,5
Sc5Ti_id3032_E-5.62.cif,Sc5Ti,-5.6218,0.0,Metal,P4/mmm,123,6
TiAs_id2339_E-5.62.cif,TiAs,-5.6208,0.0,Metal,P3_221,154,6
BaCaO4_id1287_E-5.61.cif,BaCaO4,-5.6109,3.48,Semiconductor,P4/nbm,125,12
Si2SO_id1488_E-5.61.cif,Si2SO,-5.6105,0.0,Metal,P4_12_12,92,16
Mg2Ti3P2O_id2724_E-5.60.cif,Mg2Ti3P2O,-5.6041,0.0,Metal,Pn-3m,224,16
Sc2SbO2_id2959_E-5.60.cif,Sc2SbO2,-5.6026,0.289,Semiconductor,Pa-3,205,20
BaNO_id3332_E-5.60.cif,BaNO,-5.5963,1.008,Semiconductor,P4_2/mmc,131,6
CO3_id1156_E-5.58.cif,CO3,-5.5827,4.299,Insulator,Pna2_1,33,16
KMgB2(SO2)2_id568_E-5.58.cif,KMgB2(SO2)2,-5.5795,2.373,Semiconductor,I4_1/amd,141,40
BP2_id2419_E-5.57.cif,BP2,-5.5705,0.0,Metal,Pccm,49,6
B_id1836_E-5.56.cif,B,-5.5632,0.0,Metal,P4_32_12,96,8
Sc3SnTe4_id2764_E-5.56.cif,Sc3SnTe4,-5.5565,0.503,Semiconductor,Pm-3m,221,8
N2O5_id2950_E-5.55.cif,N2O5,-5.545,3.326,Semiconductor,P4_2/nnm,134,56
GeSbNO2_id2378_E-5.54.cif,GeSbNO2,-5.5438,0.455,Semiconductor,Pca2_1,29,20
P3O2_id1169_E-5.54.cif,P3O2,-5.5361,3.422,Semiconductor,P2_12_12_1,19,20
ScSb2_id772_E-5.53.cif,ScSb2,-5.5265,0.0,Metal,Pbcn,60,12
BaGaAs2P2(CO)4_id305_E-5.53.cif,BaGaAs2P2(CO)4,-5.5264,1.43,Semiconductor,C2,5,28
ScAs_id2604_E-5.52.cif,ScAs,-5.5232,0.0,Metal,Pbca,61,16
Ca4TeO4_id1843_E-5.52.cif,Ca4TeO4,-5.5217,0.044,Metal,P-42_1c,114,18
TiO6_id2542_E-5.51.cif,TiO6,-5.5134,1.282,Semiconductor,P-1,2,7
MgSc6_id1681_E-5.50.cif,MgSc6,-5.4973,0.0,Metal,Fm-3m,225,28
BeC_id763_E-5.46.cif,BeC,-5.4601,0.059,Semiconductor,Pbca,61,16
Sc_id1833_E-5.46.cif,Sc,-5.4552,0.0,Metal,P-31m,162,15
Ca3Sc4In4O9_id2823_E-5.45.cif,Ca3Sc4In4O9,-5.4516,0.563,Semiconductor,I4/m,87,40
C_id547_E-5.45.cif,C,-5.4513,0.258,Semiconductor,P-6m2,187,6
KTiGe2SbO6_id1321_E-5.45.cif,KTiGe2SbO6,-5.4498,0.0,Metal,I222,23,22
In2SnO9_id3276_E-5.45.cif,In2SnO9,-5.4451,0.0,Metal,I222,23,24
InGa(SnO2)2_id1764_E-5.44.cif,InGa(SnO2)2,-5.4421,1.431,Semiconductor,P-42_1c,114,16
GeO2_id345_E-5.44.cif,GeO2,-5.4414,1.252,Semiconductor,P4/nnc,126,24
B(P3N2)2_id1631_E-5.44.cif,B(P3N2)2,-5.4401,0.671,Semiconductor,P4/n,85,22
SrMg8B2(CN)8_id959_E-5.44.cif,SrMg8B2(CN)8,-5.4394,0.018,Metal,I422,97,54
Na2CaMgC3N8_id2246_E-5.43.cif,Na2CaMgC3N8,-5.4343,1.375,Semiconductor,P1,1,60
NaMgBeInB3TeN2O11_id36_E-5.43.cif,NaMgBeInB3TeN2O11,-5.4296,0.014,Metal,P3_2,145,63
Sc4Ge3(PSe)3_id2034_E-5.43.cif,Sc4Ge3(PSe)3,-5.4285,0.229,Semiconductor,R-3c,167,78
CdN2O5_id1701_E-5.42.cif,CdN2O5,-5.4165,0.092,Semiconductor,C222_1,20,32
N2O3_id2019_E-5.41.cif,N2O3,-5.4144,2.002,Semiconductor,Pccn,56,20
Sc6CdIn_id1693_E-5.40.cif,Sc6CdIn,-5.4,0.0,Metal,Pm-3,200,8
Sc_id3256_E-5.40.cif,Sc,-5.3969,0.0,Metal,P6_2,171,18
Sc_id781_E-5.39.cif,Sc,-5.388,0.585,Semiconductor,Pmm2,25,15
AlNO_id3146_E-5.37.cif,AlNO,-5.3719,1.777,Semiconductor,Pca2_1,29,12
Na2Li2B2S2N2O5_id1647_E-5.37.cif,Na2Li2B2S2N2O5,-5.3717,2.887,Semiconductor,P1,1,60
Ca2TiSN2_id413_E-5.37.cif,Ca2TiSN2,-5.3666,1.712,Semiconductor,I4_122,98,24
KLiScTi(SO4)2_id1749_E-5.37.cif,KLiScTi(SO4)2,-5.3655,1.009,Semiconductor,P2,3,14
Ba4LiIn3O6_id1476_E-5.36.cif,Ba4LiIn3O6,-5.3621,0.351,Semiconductor,Im-3m,229,28
Ti3O7_id1090_E-5.36.cif,Ti3O7,-5.3596,0.53,Semiconductor,P6_3mc,186,20
LiSc4_id2076_E-5.34.cif,LiSc4,-5.3367,4.186,Insulator,Ibca,73,40
Sc2Ti20O5_id1564_E-5.33.cif,Sc2Ti20O5,-5.3326,0.038,Metal,Pm,6,54
MgGaN2_id1828_E-5.33.cif,MgGaN2,-5.3305,0.077,Semiconductor,P4/mmm,123,8
PO3_id393_E-5.33.cif,PO3,-5.328,1.028,Semiconductor,P-62m,189,12
SrCaO8_id2761_E-5.33.cif,SrCaO8,-5.3271,1.33,Semiconductor,P4/nbm,125,20
MgSc3O18_id1067_E-5.31.cif,MgSc3O18,-5.3138,1.645,Semiconductor,P2/c,13,44
P3NO5_id126_E-5.30.cif,P3NO5,-5.3033,1.084,Semiconductor,P2/c,13,36
Ti(InS2)2_id3364_E-5.30.cif,Ti(InS2)2,-5.2975,1.296,Semiconductor,Pban,50,14
BaInGaO3_id3354_E-5.30.cif,BaInGaO3,-5.2954,1.104,Semiconductor,Pcc2,27,24
MgSiGePO4_id174_E-5.29.cif,MgSiGePO4,-5.2925,2.276,Semiconductor,Pmmm,47,8
CaSc4Al3O3_id2079_E-5.29.cif,CaSc4Al3O3,-5.2906,0.0,Metal,Pm-3n,223,22
BaN2_id1325_E-5.28.cif,BaN2,-5.281,0.0,Metal,P6_3/mmc,194,6
PO6_id810_E-5.27.cif,PO6,-5.2706,3.462,Semiconductor,Aea2,41,56
K3Ti2(Ga3O5)2_id311_E-5.26.cif,K3Ti2(Ga3O5)2,-5.2592,0.096,Semiconductor,R-3,148,63
Ti2Be4Si2Te(AsO2)2_id115_E-5.25.cif,Ti2Be4Si2Te(AsO2)2,-5.2478,2.49,Semiconductor,P1,1,15
Ba4Li2SnGeO12_id2392_E-5.24.cif,Ba4Li2SnGeO12,-5.2414,0.853,Semiconductor,I-42m,121,40
GaO_id1406_E-5.24.cif,GaO,-5.2362,1.769,Semiconductor,P4_2/ncm,138,8
TiGaGe_id3063_E-5.23.cif,TiGaGe,-5.23,0.0,Metal,F-43m,216,12
Ti2Ga2B_id1208_E-5.23.cif,Ti2Ga2B,-5.227,0.0,Metal,P6_422,181,15
Ca2GeO2_id453_E-5.21.cif,Ca2GeO2,-5.2063,0.0,Metal,Pa-3,205,20
NO2_id2686_E-5.20.cif,NO2,-5.1965,4.488,Insulator,Pba2,32,18
Mg(BO3)2_id2492_E-5.19.cif,Mg(BO3)2,-5.1921,1.954,Semiconductor,Pc,7,36
K2Ti4BeCdGa2BNO9_id248_E-5.19.cif,K2Ti4BeCdGa2BNO9,-5.1855,0.963,Semiconductor,P3_1,144,63
Sc_id1307_E-5.18.cif,Sc,-5.1762,0.0,Metal,Pmc2_1,26,10
K2(SnO2)3_id2820_E-5.18.cif,K2(SnO2)3,-5.1752,1.523,Semiconductor,P-31c,163,22
Ti12AlInGa(AsO18)2_id2941_E-5.17.cif,Ti12AlInGa(AsO18)2,-5.1715,2.317,Semiconductor,P31m,157,53
S_id2625_E-5.17.cif,S,-5.1708,0.73,Semiconductor,F432,209,96
N2_id38_E-5.17.cif,N2,-5.1665,5.079,Insulator,P1,1,12
C9(NO)4_id1742_E-5.16.cif,C9(NO)4,-5.1567,0.0,Metal,P-43n,218,34
Sn2SO_id684_E-5.14.cif,Sn2SO,-5.1414,0.0,Metal,P6_222,180,12
Sc4BeAl4Ga4Si2B4C16(N19O2)2_id2835_E-5.14.cif,Sc4BeAl4Ga4Si2B4C16(N19O2)2,-5.1381,0.045,Metal,P4/n,85,154
Ba2TiIn2(N9O)2_id3209_E-5.14.cif,Ba2TiIn2(N9O)2,-5.1367,0.425,Semiconductor,P4/mnc,128,100
NaSn5(GeO2)2_id2614_E-5.12.cif,NaSn5(GeO2)2,-5.119,0.26,Semiconductor,P-4m2,115,12
BeSbCN_id2793_E-5.12.cif,BeSbCN,-5.1162,1.023,Semiconductor,Pca2_1,29,16
Ca4GeO10_id2889_E-5.11.cif,Ca4GeO10,-5.1141,0.0,Metal,P1,1,30
CdGeO2_id1149_E-5.11.cif,CdGeO2,-5.1103,0.0,Metal,I4_122,98,16
Sc4(GaS2)3_id1274_E-5.10.cif,Sc4(GaS2)3,-5.0994,0.0,Metal,Cmce,64,52
NaAl(C3O2)2_id2570_E-5.09.cif,NaAl(C3O2)2,-5.0924,0.303,Semiconductor,Pban,50,24
ScGa3(AsO2)6_id2885_E-5.08.cif,ScGa3(AsO2)6,-5.0822,0.339,Semiconductor,P6_3,173,44
ScAlSb_id1210_E-5.07.cif,ScAlSb,-5.0715,0.952,Semiconductor,P4/nmm,129,6
K(AsO)2_id3386_E-5.07.cif,K(AsO)2,-5.0694,1.391,Semiconductor,P4/mnc,128,20
Ti2Ga2B6NO_id2697_E-5.06.cif,Ti2Ga2B6NO,-5.0638,0.517,Semiconductor,P4_2/m,84,24
Ti2AlZn_id3211_E-5.06.cif,Ti2AlZn,-5.0627,0.0,Metal,P4/mmm,123,8
LiMg2SnN4_id2491_E-5.06.cif,LiMg2SnN4,-5.0562,0.0,Metal,I4/mmm,139,16
MgTi2BeSi4B8Te12S8(N2O3)4_id1221_E-5.05.cif,MgTi2BeSi4B8Te12S8(N2O3)4,-5.0466,3.075,Semiconductor,P-42c,112,112
MgSbO4_id2184_E-5.04.cif,MgSbO4,-5.0444,0.806,Semiconductor,Cmmm,65,12
MgSc7Ge_id3042_E-5.04.cif,MgSc7Ge,-5.0397,0.0,Metal,P4/mmm,123,9
Ti6BeSi_id2792_E-5.04.cif,Ti6BeSi,-5.0381,0.0,Metal,P6_322,182,16
CaN21_id63_E-5.04.cif,CaN21,-5.0377,0.0,Metal,I4/m,87,44
ScGa_id272_E-5.02.cif,ScGa,-5.0221,0.0,Metal,P6_3/mmc,194,12
LiGa2(SnO2)2_id3384_E-5.02.cif,LiGa2(SnO2)2,-5.0157,0.011,Metal,P6/mmm,191,18
Li5Al2ZnGaSiO11_id778_E-5.01.cif,Li5Al2ZnGaSiO11,-5.0115,1.258,Semiconductor,Pc,7,42
KCaO8_id3371_E-5.01.cif,KCaO8,-5.009,2.116,Semiconductor,P4/nbm,125,20
TiSiB2_id881_E-5.01.cif,TiSiB2,-5.0085,0.0,Metal,P1,1,32
AlB3PO16_id1635_E-5.01.cif,AlB3PO16,-5.0074,1.098,Semiconductor,P2_1,4,42
Sc3Ga_id2829_E-5.00.cif,Sc3Ga,-5.0043,2.259,Semiconductor,Pmmn,59,8
KScTiO_id2924_E-5.00.cif,KScTiO,-5.0018,0.08,Semiconductor,P-3m1,164,8
Ca(SeO)3_id50_E-5.00.cif,Ca(SeO)3,-4.9987,2.073,Semiconductor,P6_3,173,14
C_id1963_E-5.00.cif,C,-4.9982,1.252,Semiconductor,Pm,6,116
MgScB2N2O3_id1518_E-5.00.cif,MgScB2N2O3,-4.9976,0.0,Metal,Cm,8,36
CaSn2(GeO2)2_id2709_E-5.00.cif,CaSn2(GeO2)2,-4.9966,0.948,Semiconductor,P4_2/m,84,18
LiAsO6_id3323_E-4.99.cif,LiAsO6,-4.9928,0.787,Semiconductor,P6_322,182,16
CaO4_id1205_E-4.99.cif,CaO4,-4.9912,1.907,Semiconductor,P-42_1c,114,10
Be4Si2B4S3_id1373_E-4.99.cif,Be4Si2B4S3,-4.9854,1.81,Semiconductor,Pccn,56,52
KCd2Te(CO)3_id1509_E-4.98.cif,KCd2Te(CO)3,-4.9831,0.603,Semiconductor,P-1,2,20
Ba2Ti3S4_id75_E-4.98.cif,Ba2Ti3S4,-4.9829,1.288,Semiconductor,I4/mmm,139,36
ScAl_id3009_E-4.98.cif,ScAl,-4.9826,0.0,Metal,Cmmm,65,12
LiSc24Ti8Ga(C3O2)2_id1752_E-4.98.cif,LiSc24Ti8Ga(C3O2)2,-4.981,0.0,Metal,I4/m,87,88
Sc3Ti8BeAlS3NO22_id717_E-4.98.cif,Sc3Ti8BeAlS3NO22,-4.9803,1.844,Semiconductor,P1,1,117
Ba4MgCd3O6_id1730_E-4.98.cif,Ba4MgCd3O6,-4.9785,0.007,Metal,Im-3m,229,28
Na2ScO2_id3260_E-4.97.cif,Na2ScO2,-4.9729,2.781,Semiconductor,P6/mmm,191,10
Sc4Ti29Zn4_id1366_E-4.97.cif,Sc4Ti29Zn4,-4.972,0.343,Semiconductor,Pmm2,25,37
PNO4_id267_E-4.97.cif,PNO4,-4.9718,2.756,Semiconductor,P1,1,24
Ge3PO2_id3118_E-4.97.cif,Ge3PO2,-4.9685,0.393,Semiconductor,P-4n2,118,12
MgInO6_id843_E-4.97.cif,MgInO6,-4.967,1.507,Semiconductor,P-31c,163,16
Li2Mg(AsO3)2_id958_E-4.96.cif,Li2Mg(AsO3)2,-4.9642,0.104,Semiconductor,P4/mnc,128,44
ScGe4_id2916_E-4.96.cif,ScGe4,-4.9574,0.0,Metal,Ccce,68,20
MgTiGeAs2_id2803_E-4.94.cif,MgTiGeAs2,-4.9368,0.194,Semiconductor,Pmmm,47,10
Li2ScAl2Ge(PN)2_id1868_E-4.93.cif,Li2ScAl2Ge(PN)2,-4.9345,0.0,Metal,C2/m,12,10
ScTi33Al2SiP_id385_E-4.93.cif,ScTi33Al2SiP,-4.9342,0.0,Metal,P2,3,76
Ba2Sc2AsSN2_id1709_E-4.93.cif,Ba2Sc2AsSN2,-4.9258,0.0,Metal,P-3m1,164,8
TiB5C14N_id3134_E-4.92.cif,TiB5C14N,-4.9236,0.4,Semiconductor,P2_12_12_1,19,84
K2BO2_id35_E-4.92.cif,K2BO2,-4.9206,5.588,Insulator,P1,1,60
Sc_id2736_E-4.92.cif,Sc,-4.9186,2.539,Semiconductor,P1,1,28
BaBe4GaO4_id2024_E-4.91.cif,BaBe4GaO4,-4.9127,3.993,Insulator,I4_1/a,88,40
Ti7Sn4_id2594_E-4.91.cif,Ti7Sn4,-4.9106,0.0,Metal,Pm-3,200,11
MgN_id873_E-4.90.cif,MgN,-4.9013,0.341,Semiconductor,P4_2/ncm,138,8
NaCaP6SO12_id3325_E-4.90.cif,NaCaP6SO12,-4.9009,1.45,Semiconductor,P2_1/c,14,84
