file_name,formula,energy,bandgap,Application_Class,type,space_group_symbol,space_group_number,num_atoms
ScAs(PO)4_id2767_E-5.59.cif,ScAs(PO)4,-5.5917,0.948,IR / Narrow-Gap,Semiconductor,I4_1/a,88,40
ScInPSO2_id4698_E-5.59.cif,ScInPSO2,-5.5909,1.558,Solar / Visible,Semiconductor,P2_1/m,11,12
BaLiCa8B12(NO2)6_id3556_E-5.59.cif,BaLiCa8B12(NO2)6,-5.5857,1.123,Solar / Visible,Semiconductor,P321,150,40
KCaB6Sb(TeO2)3_id3007_E-5.58.cif,KCaB6Sb(TeO2)3,-5.5847,1.986,Solar / Visible,Semiconductor,P-31c,163,36
GaO2_id2892_E-5.57.cif,GaO2,-5.566,1.358,Solar / Visible,Semiconductor,I4_122,98,12
ScAlO2_id587_E-5.57.cif,ScAlO2,-5.5656,1.167,Solar / Visible,Semiconductor,P3_221,154,12
Sc9Se2_id61_E-5.56.cif,Sc9Se2,-5.558,1.962,Solar / Visible,Semiconductor,Cmce,64,44
Be2AsN8_id2490_E-5.55.cif,Be2AsN8,-5.5546,1.7,Solar / Visible,Semiconductor,I422,97,22
Si2GeN2_id3062_E-5.55.cif,Si2GeN2,-5.5491,0.183,IR / Narrow-Gap,Semiconductor,P4_12_12,92,20
BN24_id2321_E-5.54.cif,BN24,-5.5435,2.652,Wide-Gap Power/LED,Semiconductor,I432,211,50
P3S2N4O11_id4333_E-5.54.cif,P3S2N4O11,-5.541,2.944,Wide-Gap Power/LED,Semiconductor,P2/c,13,40
BaSrO4_id4881_E-5.54.cif,BaSrO4,-5.5388,0.326,IR / Narrow-Gap,Semiconductor,P4/nbm,125,12
LiSc3TeS3_id4932_E-5.52.cif,LiSc3TeS3,-5.5179,0.173,IR / Narrow-Gap,Semiconductor,Pm-3m,221,8
GeO_id913_E-5.51.cif,GeO,-5.5142,2.937,Wide-Gap Power/LED,Semiconductor,Pbca,61,16
GaO_id3674_E-5.49.cif,GaO,-5.489,1.517,Solar / Visible,Semiconductor,Aea2,41,16
BaO2_id3006_E-5.48.cif,BaO2,-5.4794,3.171,Wide-Gap Power/LED,Semiconductor,P4_2/ncm,138,12
Ca3Sn2(NO2)4_id2650_E-5.47.cif,Ca3Sn2(NO2)4,-5.4664,1.477,Solar / Visible,Semiconductor,Pban,50,34
MgSbO2_id2354_E-5.46.cif,MgSbO2,-5.4564,1.375,Solar / Visible,Semiconductor,P3_221,154,12
LiMg(PN)4_id4177_E-5.43.cif,LiMg(PN)4,-5.4339,1.387,Solar / Visible,Semiconductor,I4_1/a,88,40
Li4AsO4_id1753_E-5.43.cif,Li4AsO4,-5.4253,3.447,Wide-Gap Power/LED,Semiconductor,P-42_1c,114,18
K(PN)4_id3335_E-5.42.cif,K(PN)4,-5.4191,1.343,Solar / Visible,Semiconductor,Ccce,68,36
CN2_id30_E-5.40.cif,CN2,-5.4049,1.723,Solar / Visible,Semiconductor,C2,5,24
ScBeGa2SnPO9_id883_E-5.40.cif,ScBeGa2SnPO9,-5.4047,2.342,Wide-Gap Power/LED,Semiconductor,Cc,9,60
Ga2Si2P2N2O_id4936_E-5.40.cif,Ga2Si2P2N2O,-5.4022,1.315,Solar / Visible,Semiconductor,Pbcn,60,36
P2O_id1773_E-5.40.cif,P2O,-5.3992,1.434,Solar / Visible,Semiconductor,Aea2,41,12
Ge2N_id2_E-5.39.cif,Ge2N,-5.3871,0.71,IR / Narrow-Gap,Semiconductor,Pbcn,60,12
NaSn(N2O)2_id2056_E-5.38.cif,NaSn(N2O)2,-5.3756,0.967,IR / Narrow-Gap,Semiconductor,Pc,7,32
SrCS2(NO)2_id342_E-5.37.cif,SrCS2(NO)2,-5.3746,2.406,Wide-Gap Power/LED,Semiconductor,P6_3cm,185,48
Be2InPN4_id535_E-5.37.cif,Be2InPN4,-5.3711,0.491,IR / Narrow-Gap,Semiconductor,P4bm,100,32
Ti2(GaO)3_id4412_E-5.36.cif,Ti2(GaO)3,-5.3562,0.061,IR / Narrow-Gap,Semiconductor,Pn-3m,224,16
Ca4ScO4_id2246_E-5.35.cif,Ca4ScO4,-5.348,0.652,IR / Narrow-Gap,Semiconductor,Cmce,64,36
Be6Sn4O9_id3383_E-5.34.cif,Be6Sn4O9,-5.338,1.83,Solar / Visible,Semiconductor,P6_322,182,38
K3Ga2(BO2)6_id2776_E-5.34.cif,K3Ga2(BO2)6,-5.3353,2.576,Wide-Gap Power/LED,Semiconductor,P4_232,208,46
LiPO2_id2453_E-5.33.cif,LiPO2,-5.3266,1.769,Solar / Visible,Semiconductor,I4_122,98,16
SrCaO8_id3713_E-5.32.cif,SrCaO8,-5.3201,1.721,Solar / Visible,Semiconductor,P4/nbm,125,20
ScZnO3_id310_E-5.32.cif,ScZnO3,-5.3181,1.223,Solar / Visible,Semiconductor,Cmcm,63,20
Sc2BTe2_id4844_E-5.32.cif,Sc2BTe2,-5.3173,0.115,IR / Narrow-Gap,Semiconductor,I4/mmm,139,10
KBa4SnO8_id1719_E-5.32.cif,KBa4SnO8,-5.3162,1.014,Solar / Visible,Semiconductor,P4/mcc,124,28
Ca6Mg2(NO)3_id1976_E-5.31.cif,Ca6Mg2(NO)3,-5.3123,1.018,Solar / Visible,Semiconductor,P321,150,14
BaSnO6_id4044_E-5.31.cif,BaSnO6,-5.3116,0.855,IR / Narrow-Gap,Semiconductor,P6_322,182,16
ScTeO2_id79_E-5.30.cif,ScTeO2,-5.2995,1.167,Solar / Visible,Semiconductor,P-6m2,187,8
Be2O3_id1457_E-5.28.cif,Be2O3,-5.2819,1.059,Solar / Visible,Semiconductor,Pbcn,60,20
MgZnO2_id4207_E-5.28.cif,MgZnO2,-5.2776,1.136,Solar / Visible,Semiconductor,I4_122,98,16
SrNO5_id2426_E-5.28.cif,SrNO5,-5.2775,2.497,Wide-Gap Power/LED,Semiconductor,C2/m,12,14
B(PO)12_id763_E-5.27.cif,B(PO)12,-5.274,1.935,Solar / Visible,Semiconductor,I432,211,50
Ba4AlO4_id2830_E-5.27.cif,Ba4AlO4,-5.2711,1.608,Solar / Visible,Semiconductor,I4_1/a,88,36
Ba4Mg3GaO6_id1464_E-5.26.cif,Ba4Mg3GaO6,-5.2598,2.322,Wide-Gap Power/LED,Semiconductor,Im-3m,229,28
BaO3_id2802_E-5.25.cif,BaO3,-5.2481,1.269,Solar / Visible,Semiconductor,P6_522,179,24
AsPO_id399_E-5.25.cif,AsPO,-5.2469,1.635,Solar / Visible,Semiconductor,Pbca,61,24
TiO8_id2596_E-5.24.cif,TiO8,-5.2396,0.951,IR / Narrow-Gap,Semiconductor,Aea2,41,36
BPCS3NO2_id1616_E-5.23.cif,BPCS3NO2,-5.2327,1.809,Solar / Visible,Semiconductor,P2/c,13,36
NaAsO2_id3307_E-5.23.cif,NaAsO2,-5.2281,2.179,Solar / Visible,Semiconductor,I4_122,98,16
NaPO2_id4919_E-5.23.cif,NaPO2,-5.2258,2.258,Wide-Gap Power/LED,Semiconductor,I4_122,98,16
K2PN2_id4509_E-5.22.cif,K2PN2,-5.2221,1.386,Solar / Visible,Semiconductor,Iba2,45,20
LiSiGeO6_id3197_E-5.22.cif,LiSiGeO6,-5.221,3.34,Wide-Gap Power/LED,Semiconductor,P2_12_12_1,19,36
TiInO8_id2862_E-5.21.cif,TiInO8,-5.2115,1.936,Solar / Visible,Semiconductor,P4/nbm,125,20
Ge3S2(NO)2_id3626_E-5.21.cif,Ge3S2(NO)2,-5.2103,1.427,Solar / Visible,Semiconductor,Pnn2,34,18
SrSnO8_id934_E-5.21.cif,SrSnO8,-5.2057,2.448,Wide-Gap Power/LED,Semiconductor,P4/nbm,125,20
BAs3P12N5_id1527_E-5.20.cif,BAs3P12N5,-5.1998,1.168,Solar / Visible,Semiconductor,P2_1,4,42
TiIn2(S3N2)3_id1901_E-5.20.cif,TiIn2(S3N2)3,-5.1961,1.283,Solar / Visible,Semiconductor,P6/mmm,191,18
PO10_id434_E-5.20.cif,PO10,-5.1958,1.329,Solar / Visible,Semiconductor,Pcca,54,44
K2Sr(NO2)3_id1995_E-5.19.cif,K2Sr(NO2)3,-5.193,0.29,IR / Narrow-Gap,Semiconductor,P-3c1,165,48
BaNO7_id1706_E-5.19.cif,BaNO7,-5.1885,0.369,IR / Narrow-Gap,Semiconductor,Pba2,32,36
KSrLiSb2Te4(AsO6)2_id902_E-5.18.cif,KSrLiSb2Te4(AsO6)2,-5.1843,1.156,Solar / Visible,Semiconductor,I222,23,46
CdAsN2_id4675_E-5.18.cif,CdAsN2,-5.1838,0.73,IR / Narrow-Gap,Semiconductor,I4_122,98,16
BaSn4GeO4_id644_E-5.17.cif,BaSn4GeO4,-5.174,0.453,IR / Narrow-Gap,Semiconductor,I4/m,87,20
NaSiBSb4As2N5O6_id2749_E-5.17.cif,NaSiBSb4As2N5O6,-5.1724,2.237,Wide-Gap Power/LED,Semiconductor,P3_121,152,60
ZnSNO_id2920_E-5.17.cif,ZnSNO,-5.1702,1.868,Solar / Visible,Semiconductor,Pca2_1,29,16
SNO_id2112_E-5.15.cif,SNO,-5.154,0.953,IR / Narrow-Gap,Semiconductor,P6_522,179,18
GaO3_id4288_E-5.15.cif,GaO3,-5.1536,1.466,Solar / Visible,Semiconductor,Im-3m,229,8
Sr2P4O3_id1556_E-5.15.cif,Sr2P4O3,-5.151,1.544,Solar / Visible,Semiconductor,P4_32_12,96,36
CaAlTeO4_id4111_E-5.15.cif,CaAlTeO4,-5.1509,2.03,Solar / Visible,Semiconductor,P4/mmm,123,28
GaPO_id3339_E-5.15.cif,GaPO,-5.1486,0.494,IR / Narrow-Gap,Semiconductor,P3_212,153,9
SrAs4PO4_id1613_E-5.11.cif,SrAs4PO4,-5.1137,1.376,Solar / Visible,Semiconductor,P-4n2,118,20
NaAsO2_id4507_E-5.11.cif,NaAsO2,-5.1133,2.045,Solar / Visible,Semiconductor,I4_122,98,16
BaCa2SbO10_id930_E-5.11.cif,BaCa2SbO10,-5.1112,3.292,Wide-Gap Power/LED,Semiconductor,I4_1/a,88,56
BaIn3N7_id2516_E-5.11.cif,BaIn3N7,-5.1093,0.815,IR / Narrow-Gap,Semiconductor,Pm-3n,223,22
Sc37Ti2O2_id168_E-5.11.cif,Sc37Ti2O2,-5.1084,1.58,Solar / Visible,Semiconductor,P-1,2,41
Ti3As2_id3047_E-5.09.cif,Ti3As2,-5.0929,0.092,IR / Narrow-Gap,Semiconductor,P4_122,91,20
NaGaTe(NO4)3_id3194_E-5.09.cif,NaGaTe(NO4)3,-5.0903,2.703,Wide-Gap Power/LED,Semiconductor,P-31c,163,36
KSe6(SN3)3_id2757_E-5.07.cif,KSe6(SN3)3,-5.0738,0.795,IR / Narrow-Gap,Semiconductor,P6_3,173,38
MgTi2Cd3O3_id3463_E-5.07.cif,MgTi2Cd3O3,-5.0687,0.437,IR / Narrow-Gap,Semiconductor,P4_322,95,36
Ba5(AsO)6_id1943_E-5.06.cif,Ba5(AsO)6,-5.0646,1.085,Solar / Visible,Semiconductor,P6/mmm,191,17
Sn2O_id3962_E-5.06.cif,Sn2O,-5.0598,0.272,IR / Narrow-Gap,Semiconductor,Immm,71,12
BaN4O5_id3473_E-5.06.cif,BaN4O5,-5.0568,1.369,Solar / Visible,Semiconductor,C222,21,20
NaCa(BS)6_id2191_E-5.04.cif,NaCa(BS)6,-5.0445,2.879,Wide-Gap Power/LED,Semiconductor,R-3,148,42
NaSrO6_id4401_E-5.04.cif,NaSrO6,-5.041,2.815,Wide-Gap Power/LED,Semiconductor,P-31c,163,16
Li(CdN2)2_id41_E-5.04.cif,Li(CdN2)2,-5.0398,1.619,Solar / Visible,Semiconductor,I-42d,122,28
BAs3PN_id2758_E-5.04.cif,BAs3PN,-5.0387,1.245,Solar / Visible,Semiconductor,Pca2_1,29,24
Mg4InO4_id1060_E-5.01.cif,Mg4InO4,-5.0125,0.089,IR / Narrow-Gap,Semiconductor,P4_2/n,86,18
CaO4_id3224_E-5.01.cif,CaO4,-5.0096,1.921,Solar / Visible,Semiconductor,I4_1/a,88,20
Li4CaO6_id508_E-5.00.cif,Li4CaO6,-4.9994,3.214,Wide-Gap Power/LED,Semiconductor,Im-3m,229,22
TeN_id4620_E-5.00.cif,TeN,-4.9969,1.998,Solar / Visible,Semiconductor,C222_1,20,16
Mg3NO_id1016_E-5.00.cif,Mg3NO,-4.9967,2.153,Solar / Visible,Semiconductor,R-3c,167,30
ZnInC2SN2_id1982_E-5.00.cif,ZnInC2SN2,-4.9955,0.156,IR / Narrow-Gap,Semiconductor,P3_1,144,21
KSrO6_id2075_E-4.99.cif,KSrO6,-4.9933,3.377,Wide-Gap Power/LED,Semiconductor,P-31c,163,16
Sc_id3178_E-4.99.cif,Sc,-4.9918,0.276,IR / Narrow-Gap,Semiconductor,P4/mmm,123,12
ScSi4Sn_id2393_E-4.98.cif,ScSi4Sn,-4.9841,1.122,Solar / Visible,Semiconductor,P-4n2,118,12
NaGeO4_id3882_E-4.98.cif,NaGeO4,-4.9804,2.564,Wide-Gap Power/LED,Semiconductor,I4_122,98,24
Li(GeO)2_id3295_E-4.98.cif,Li(GeO)2,-4.9751,0.695,IR / Narrow-Gap,Semiconductor,Ibam,72,40
GaTeO2_id1286_E-4.97.cif,GaTeO2,-4.971,1.578,Solar / Visible,Semiconductor,C2/m,12,8
BaIn3GaB2O5_id370_E-4.96.cif,BaIn3GaB2O5,-4.964,1.943,Solar / Visible,Semiconductor,R32,155,36
SnSb7O8_id4511_E-4.96.cif,SnSb7O8,-4.9611,0.82,IR / Narrow-Gap,Semiconductor,P2_12_12,18,32
Si_id311_E-4.96.cif,Si,-4.9552,1.178,Solar / Visible,Semiconductor,Ccce,68,20
Na3Sr3O8_id4344_E-4.95.cif,Na3Sr3O8,-4.9541,1.694,Solar / Visible,Semiconductor,I-43d,220,56
Si_id3173_E-4.95.cif,Si,-4.9515,0.066,IR / Narrow-Gap,Semiconductor,Ccce,68,20
Li3TiO8_id1100_E-4.95.cif,Li3TiO8,-4.9487,1.524,Solar / Visible,Semiconductor,I-42d,122,48
Sb3(TeO3)2_id1295_E-4.95.cif,Sb3(TeO3)2,-4.9459,0.915,IR / Narrow-Gap,Semiconductor,P2,3,11
B2NO_id3919_E-4.94.cif,B2NO,-4.9448,2.789,Wide-Gap Power/LED,Semiconductor,Fm-3m,225,16
SrNO3_id4156_E-4.94.cif,SrNO3,-4.9413,1.327,Solar / Visible,Semiconductor,C222_1,20,20
SrLiSiSbO2_id460_E-4.93.cif,SrLiSiSbO2,-4.9329,0.86,IR / Narrow-Gap,Semiconductor,P4/nmm,129,12
KTi2Si6SbO50_id4235_E-4.93.cif,KTi2Si6SbO50,-4.9258,1.608,Solar / Visible,Semiconductor,P-3,147,60
Li3SO6_id2006_E-4.92.cif,Li3SO6,-4.9201,2.348,Wide-Gap Power/LED,Semiconductor,P2_1/c,14,40
Si_id727_E-4.92.cif,Si,-4.9197,0.217,IR / Narrow-Gap,Semiconductor,I-42d,122,28
Li2As3O2_id398_E-4.92.cif,Li2As3O2,-4.9162,1.441,Solar / Visible,Semiconductor,P4,75,14
Si3P_id4260_E-4.92.cif,Si3P,-4.9158,0.668,IR / Narrow-Gap,Semiconductor,P4_32_12,96,16
SN12_id262_E-4.91.cif,SN12,-4.9127,1.864,Solar / Visible,Semiconductor,Fmmm,69,52
NaLiMgPCNO2_id772_E-4.91.cif,NaLiMgPCNO2,-4.9106,2.188,Solar / Visible,Semiconductor,Pca2_1,29,32
Li2Si2S2N3_id2446_E-4.90.cif,Li2Si2S2N3,-4.9028,2.039,Solar / Visible,Semiconductor,P6_2,171,27
O2_id1236_E-4.90.cif,O2,-4.9027,1.214,Solar / Visible,Semiconductor,Pbca,61,16
