file_name,original_file,formula,energy,bandgap,type,space_group_symbol,space_group_number,num_atoms
ScAlO2_id587_Final_E-7.72.cif,ScAlO2_id587_E-5.57.cif,ScAlO2,-7.7183,4.213,Insulator,P3_221,154,12
Ti3Zn(GeO4)3_id1034_Final_E-7.59.cif,Ti3Zn(GeO4)3_id1034_E-4.43.cif,Ti3Zn(GeO4)3,-7.5921,1.441,Semiconductor,P1,1,19
ZnN8_id49_Final_E-7.57.cif,ZnN8_id49_E-6.91.cif,ZnN8,-7.5702,0.0,Metal,Ccce,68,36
C2N5_id372_Final_E-7.46.cif,C2N5_id372_E-7.14.cif,C2N5,-7.464,1.07,Semiconductor,Pbcn,60,28
KSc3O7_id4652_Final_E-7.44.cif,KSc3O7_id4652_E-7.44.cif,KSc3O7,-7.4444,0.456,Semiconductor,Pm-3n,223,22
Ti5Sn2O5_id272_Final_E-7.43.cif,Ti5Sn2O5_id272_E-7.34.cif,Ti5Sn2O5,-7.4255,0.789,Semiconductor,P-1,2,24
Sc3AlGa3N8_id2978_Final_E-7.42.cif,Sc3AlGa3N8_id2978_E-6.85.cif,Sc3AlGa3N8,-7.4236,0.261,Semiconductor,P-1,2,15
Sc2Ti2Ga2O5_id3_Final_E-7.33.cif,Sc2Ti2Ga2O5_id3_E-6.86.cif,Sc2Ti2Ga2O5,-7.3319,0.036,Metal,P321,150,33
Ti3O10_id3682_Final_E-7.31.cif,Ti3O10_id3682_E-6.99.cif,Ti3O10,-7.3148,0.384,Semiconductor,P31c,159,26
C2SeO4_id305_Final_E-7.31.cif,C2SeO4_id305_E-4.75.cif,C2SeO4,-7.3054,0.301,Semiconductor,P1,1,14
Ca2Si2C17S2(N2O)2_id3958_Final_E-7.26.cif,Ca2Si2C17S2(N2O)2_id3958_E-6.06.cif,Ca2Si2C17S2(N2O)2,-7.2574,0.374,Semiconductor,P2/c,13,58
Sc5O4_id403_Final_E-7.22.cif,Sc5O4_id403_E-7.17.cif,Sc5O4,-7.2176,0.498,Semiconductor,P4_2/n,86,18
Al2C7_id4879_Final_E-7.20.cif,Al2C7_id4879_E-6.59.cif,Al2C7,-7.203,0.0,Metal,P1,1,36
Sc5C2_id345_Final_E-7.19.cif,Sc5C2_id345_E-6.60.cif,Sc5C2,-7.1901,0.716,Semiconductor,P4_22_12,94,28
Si4O11_id565_Final_E-7.14.cif,Si4O11_id565_E-5.60.cif,Si4O11,-7.1371,1.767,Semiconductor,Pba2,32,30
Sc2P_id1371_Final_E-7.07.cif,Sc2P_id1371_E-6.86.cif,Sc2P,-7.0686,0.784,Semiconductor,Pa-3,205,12
BaLiCa8B12(NO2)6_id3556_Final_E-7.06.cif,BaLiCa8B12(NO2)6_id3556_E-5.59.cif,BaLiCa8B12(NO2)6,-7.0552,0.185,Semiconductor,P321,150,40
BN24_id2321_Final_E-7.05.cif,BN24_id2321_E-5.54.cif,BN24,-7.0525,1.682,Semiconductor,I432,211,50
Ca2Ti(NO)2_id624_Final_E-7.03.cif,Ca2Ti(NO)2_id624_E-6.40.cif,Ca2Ti(NO)2,-7.0295,1.22,Semiconductor,Cmce,64,28
KTi4Te3O4_id4010_Final_E-7.02.cif,KTi4Te3O4_id4010_E-6.37.cif,KTi4Te3O4,-7.0183,0.724,Semiconductor,C2/c,15,48
Ti4O15_id1212_Final_E-7.01.cif,Ti4O15_id1212_E-5.78.cif,Ti4O15,-7.0105,0.0,Metal,P1,1,38
KSc3N7_id4195_Final_E-7.01.cif,KSc3N7_id4195_E-7.01.cif,KSc3N7,-7.0102,0.482,Semiconductor,Pm-3n,223,22
Be2AsN8_id2490_Final_E-6.99.cif,Be2AsN8_id2490_E-5.55.cif,Be2AsN8,-6.9933,1.52,Semiconductor,Immm,71,22
K2Ti3O6_id1770_Final_E-6.95.cif,K2Ti3O6_id1770_E-6.20.cif,K2Ti3O6,-6.9458,1.096,Semiconductor,P-1,2,44
AsPCNO2_id3195_Final_E-6.90.cif,AsPCNO2_id3195_E-6.43.cif,AsPCNO2,-6.9009,1.414,Semiconductor,C222_1,20,48
MgTi3O5_id3516_Final_E-6.87.cif,MgTi3O5_id3516_E-6.76.cif,MgTi3O5,-6.8726,1.578,Semiconductor,C2/c,15,36
InN4_id1482_Final_E-6.87.cif,InN4_id1482_E-6.69.cif,InN4,-6.865,0.226,Semiconductor,Ccce,68,20
SrBN2_id1247_Final_E-6.86.cif,SrBN2_id1247_E-6.64.cif,SrBN2,-6.862,2.941,Semiconductor,P6_222,180,12
Al2SnB2O5_id1937_Final_E-6.82.cif,Al2SnB2O5_id1937_E-5.79.cif,Al2SnB2O5,-6.8202,2.035,Semiconductor,P2_1/c,14,40
Li2Be(N3O)2_id2105_Final_E-6.78.cif,Li2Be(N3O)2_id2105_E-6.01.cif,Li2Be(N3O)2,-6.7806,2.58,Semiconductor,P2_1/c,14,44
TiSeSN_id3126_Final_E-6.77.cif,TiSeSN_id3126_E-5.78.cif,TiSeSN,-6.7704,1.26,Semiconductor,P1,1,24
Sc2NO5_id3840_Final_E-6.75.cif,Sc2NO5_id3840_E-6.68.cif,Sc2NO5,-6.755,0.0,Metal,I4_122,98,32
AlTeN4_id1380_Final_E-6.75.cif,AlTeN4_id1380_E-4.55.cif,AlTeN4,-6.7482,2.546,Semiconductor,Pccn,56,24
BaPN2_id736_Final_E-6.74.cif,BaPN2_id736_E-6.12.cif,BaPN2,-6.741,1.415,Semiconductor,I4_122,98,16
Sc2GaN_id2232_Final_E-6.73.cif,Sc2GaN_id2232_E-6.23.cif,Sc2GaN,-6.7311,0.0,Metal,I4_122,98,16
ScAs(PO)4_id2767_Final_E-6.69.cif,ScAs(PO)4_id2767_E-5.59.cif,ScAs(PO)4,-6.6929,0.0,Metal,P-1,2,40
Sr2TiPO2_id3092_Final_E-6.69.cif,Sr2TiPO2_id3092_E-6.22.cif,Sr2TiPO2,-6.6909,1.169,Semiconductor,P3_221,154,18
Ca4N9_id166_Final_E-6.67.cif,Ca4N9_id166_E-6.26.cif,Ca4N9,-6.6718,1.479,Semiconductor,I4/m,87,26
GaSiO2_id4361_Final_E-6.64.cif,GaSiO2_id4361_E-5.79.cif,GaSiO2,-6.6415,1.578,Semiconductor,I4_122,98,16
As2SeN4_id4118_Final_E-6.63.cif,As2SeN4_id4118_E-5.92.cif,As2SeN4,-6.6311,1.528,Semiconductor,P2_1/c,14,28
Ba(NO)6_id2724_Final_E-6.60.cif,Ba(NO)6_id2724_E-4.79.cif,Ba(NO)6,-6.6048,0.875,Semiconductor,P1,1,13
ScGa3O4_id1667_Final_E-6.60.cif,ScGa3O4_id1667_E-6.28.cif,ScGa3O4,-6.6022,1.84,Semiconductor,P-6,174,8
ScZnO3_id310_Final_E-6.60.cif,ScZnO3_id310_E-5.32.cif,ScZnO3,-6.5998,2.625,Semiconductor,Cmcm,63,20
BaBN2_id2382_Final_E-6.59.cif,BaBN2_id2382_E-6.04.cif,BaBN2,-6.5868,2.379,Semiconductor,P6_222,180,12
BaGe3O8_id2290_Final_E-6.59.cif,BaGe3O8_id2290_E-5.73.cif,BaGe3O8,-6.5867,2.499,Semiconductor,C2,5,24
NaTiO4_id817_Final_E-6.55.cif,NaTiO4_id817_E-5.71.cif,NaTiO4,-6.5458,0.47,Semiconductor,I-42m,121,24
SrCS2(NO)2_id342_Final_E-6.53.cif,SrCS2(NO)2_id342_E-5.37.cif,SrCS2(NO)2,-6.5266,2.449,Semiconductor,Cmc2_1,36,48
Si2GeN2_id3062_Final_E-6.52.cif,Si2GeN2_id3062_E-5.55.cif,Si2GeN2,-6.5226,0.0,Metal,P4_12_12,92,20
BPCS3NO2_id1616_Final_E-6.49.cif,BPCS3NO2_id1616_E-5.23.cif,BPCS3NO2,-6.4889,3.093,Semiconductor,P2/c,13,36
ScInPSO2_id4698_Final_E-6.47.cif,ScInPSO2_id4698_E-5.59.cif,ScInPSO2,-6.4727,0.0,Metal,P-1,2,12
Be2O3_id1457_Final_E-6.45.cif,Be2O3_id1457_E-5.28.cif,Be2O3,-6.4477,4.224,Insulator,Pbcn,60,20
TiCdO4_id3902_Final_E-6.42.cif,TiCdO4_id3902_E-6.42.cif,TiCdO4,-6.4228,0.81,Semiconductor,P4/nbm,125,12
SN12_id262_Final_E-6.40.cif,SN12_id262_E-4.91.cif,SN12,-6.4024,0.0,Metal,P1,1,52
Ca4GaO6_id1810_Final_E-6.40.cif,Ca4GaO6_id1810_E-6.40.cif,Ca4GaO6,-6.4,0.0,Metal,Im-3m,229,22
SrC2_id3176_Final_E-6.39.cif,SrC2_id3176_E-4.64.cif,SrC2,-6.3865,0.0,Metal,Ibam,72,12
MgTi2CdGaO6_id1852_Final_E-6.38.cif,MgTi2CdGaO6_id1852_E-4.66.cif,MgTi2CdGaO6,-6.3788,1.19,Semiconductor,P1,1,33
Ca2TiO6_id401_Final_E-6.38.cif,Ca2TiO6_id401_E-5.93.cif,Ca2TiO6,-6.376,2.588,Semiconductor,Cmce,64,36
Sc5N2O_id1302_Final_E-6.37.cif,Sc5N2O_id1302_E-6.37.cif,Sc5N2O,-6.3731,0.537,Semiconductor,Pn-3m,224,16
Al3ZnO4_id556_Final_E-6.35.cif,Al3ZnO4_id556_E-2.40.cif,Al3ZnO4,-6.3482,0.0,Metal,P1,1,16
TiP6N_id1868_Final_E-6.33.cif,TiP6N_id1868_E-5.90.cif,TiP6N,-6.3298,0.382,Semiconductor,P1,1,48
BaCaTi2(PO)2_id288_Final_E-6.33.cif,BaCaTi2(PO)2_id288_E-6.14.cif,BaCaTi2(PO)2,-6.3251,0.019,Metal,P-3m1,164,8
LiGa(BO4)2_id4917_Final_E-6.32.cif,LiGa(BO4)2_id4917_E-4.09.cif,LiGa(BO4)2,-6.3213,3.007,Semiconductor,P-42_1c,114,24
GeO_id913_Final_E-6.31.cif,GeO_id913_E-5.51.cif,GeO,-6.3102,1.735,Semiconductor,Pbca,61,16
LiSiGeO6_id3197_Final_E-6.28.cif,LiSiGeO6_id3197_E-5.22.cif,LiSiGeO6,-6.2827,4.659,Insulator,P2_12_12_1,19,36
MgTiO6_id3948_Final_E-6.28.cif,MgTiO6_id3948_E-6.23.cif,MgTiO6,-6.2813,2.638,Semiconductor,P-31c,163,16
ZnIn(N4O3)3_id484_Final_E-6.28.cif,ZnIn(N4O3)3_id484_E-6.02.cif,ZnIn(N4O3)3,-6.2804,0.0,Metal,P6_322,182,46
Li12C43_id1088_Final_E-6.27.cif,Li12C43_id1088_E-4.47.cif,Li12C43,-6.2745,1.034,Semiconductor,P1,1,55
S(NO2)2_id4335_Final_E-6.25.cif,S(NO2)2_id4335_E-3.67.cif,S(NO2)2,-6.2534,2.102,Semiconductor,P1,1,56
Zn(CO4)2_id2287_Final_E-6.25.cif,Zn(CO4)2_id2287_E-4.46.cif,Zn(CO4)2,-6.2526,1.184,Semiconductor,P-42_1m,113,22
ScBeGa2SnPO9_id883_Final_E-6.23.cif,ScBeGa2SnPO9_id883_E-5.40.cif,ScBeGa2SnPO9,-6.227,1.408,Semiconductor,Cc,9,60
B(PO)12_id763_Final_E-6.22.cif,B(PO)12_id763_E-5.27.cif,B(PO)12,-6.225,2.035,Semiconductor,I432,211,50
Li3TiNO8_id3246_Final_E-6.22.cif,Li3TiNO8_id3246_E-4.59.cif,Li3TiNO8,-6.224,2.488,Semiconductor,P1,1,52
KAl6Zn(BO12)2_id215_Final_E-6.20.cif,KAl6Zn(BO12)2_id215_E-4.65.cif,KAl6Zn(BO12)2,-6.1998,2.976,Semiconductor,P321,150,34
P3S2N4O11_id4333_Final_E-6.19.cif,P3S2N4O11_id4333_E-5.54.cif,P3S2N4O11,-6.1949,0.154,Semiconductor,P1,1,40
SrAs(P2O3)2_id820_Final_E-6.19.cif,SrAs(P2O3)2_id820_E-4.55.cif,SrAs(P2O3)2,-6.1889,0.035,Metal,I222,23,24
Ca2N3_id3640_Final_E-6.18.cif,Ca2N3_id3640_E-4.51.cif,Ca2N3,-6.178,0.703,Semiconductor,P1,1,30
Ge3N3O_id1218_Final_E-6.16.cif,Ge3N3O_id1218_E-5.96.cif,Ge3N3O,-6.1569,0.801,Semiconductor,P6_3mc,186,14
SrCa2O4_id2386_Final_E-6.16.cif,SrCa2O4_id2386_E-5.75.cif,SrCa2O4,-6.1554,0.073,Semiconductor,P-1,2,14
K(PN)4_id3335_Final_E-6.15.cif,K(PN)4_id3335_E-5.42.cif,K(PN)4,-6.1529,0.294,Semiconductor,Fmmm,69,36
ScCdO4_id1141_Final_E-6.14.cif,ScCdO4_id1141_E-6.14.cif,ScCdO4,-6.1417,0.123,Semiconductor,P4/nbm,125,12
Be6Sn4O9_id3383_Final_E-6.14.cif,Be6Sn4O9_id3383_E-5.34.cif,Be6Sn4O9,-6.1385,1.817,Semiconductor,P1,1,38
CaAl(Si3O2)2_id1118_Final_E-6.13.cif,CaAl(Si3O2)2_id1118_E-5.65.cif,CaAl(Si3O2)2,-6.1291,1.144,Semiconductor,I222,23,24
SrNO3_id4156_Final_E-6.13.cif,SrNO3_id4156_E-4.94.cif,SrNO3,-6.1271,0.448,Semiconductor,P1,1,20
KMgScO6_id3869_Final_E-6.10.cif,KMgScO6_id3869_E-5.81.cif,KMgScO6,-6.104,2.028,Semiconductor,P-31c,163,18
TiO6_id2073_Final_E-6.06.cif,TiO6_id2073_E-4.85.cif,TiO6,-6.0566,1.312,Semiconductor,P4/n,85,14
KCaB6Sb(TeO2)3_id3007_Final_E-6.04.cif,KCaB6Sb(TeO2)3_id3007_E-5.58.cif,KCaB6Sb(TeO2)3,-6.0445,2.956,Semiconductor,P1,1,36
BeO2_id37_Final_E-6.04.cif,BeO2_id37_E-5.72.cif,BeO2,-6.0414,3.741,Insulator,Pbca,61,24
SrNO5_id2426_Final_E-6.03.cif,SrNO5_id2426_E-5.28.cif,SrNO5,-6.0295,0.0,Metal,P1,1,14
SeN_id173_Final_E-6.03.cif,SeN_id173_E-5.90.cif,SeN,-6.0255,0.589,Semiconductor,P4/m,83,8
NaGaTe(NO4)3_id3194_Final_E-6.02.cif,NaGaTe(NO4)3_id3194_E-5.09.cif,NaGaTe(NO4)3,-6.0222,2.723,Semiconductor,P1,1,36
Ti2Si7_id1510_Final_E-6.00.cif,Ti2Si7_id1510_E-5.92.cif,Ti2Si7,-6.0023,0.0,Metal,Immm,71,18
TiO8_id2596_Final_E-6.00.cif,TiO8_id2596_E-5.24.cif,TiO8,-5.9969,0.04,Metal,Aea2,41,36
AsO3_id2126_Final_E-6.00.cif,AsO3_id2126_E-5.78.cif,AsO3,-5.9968,2.724,Semiconductor,R-3c,167,24
BaAl2SnGe2(SO)4_id4393_Final_E-5.99.cif,BaAl2SnGe2(SO)4_id4393_E-4.84.cif,BaAl2SnGe2(SO)4,-5.9948,1.001,Semiconductor,P1,1,28
KScGaO6_id3451_Final_E-5.99.cif,KScGaO6_id3451_E-5.97.cif,KScGaO6,-5.9893,3.697,Insulator,P-31c,163,18
LiMg(PN)4_id4177_Final_E-5.98.cif,LiMg(PN)4_id4177_E-5.43.cif,LiMg(PN)4,-5.9773,1.067,Semiconductor,C2/c,15,40
Ba3Sn2(BO10)2_id1547_Final_E-5.97.cif,Ba3Sn2(BO10)2_id1547_E-4.71.cif,Ba3Sn2(BO10)2,-5.9727,3.337,Semiconductor,P-1,2,27
BaSbO4_id1182_Final_E-5.97.cif,BaSbO4_id1182_E-5.85.cif,BaSbO4,-5.9682,1.122,Semiconductor,P4/nbm,125,12
LiPO2_id2453_Final_E-5.97.cif,LiPO2_id2453_E-5.33.cif,LiPO2,-5.9659,2.45,Semiconductor,I4_122,98,16
LiSe2N5O3_id2196_Final_E-5.96.cif,LiSe2N5O3_id2196_E-3.10.cif,LiSe2N5O3,-5.9585,2.344,Semiconductor,P-1,2,22
Ba2NaTi2O3_id843_Final_E-5.94.cif,Ba2NaTi2O3_id843_E-5.72.cif,Ba2NaTi2O3,-5.9392,0.256,Semiconductor,I4_122,98,32
Ba4AlO4_id2830_Final_E-5.93.cif,Ba4AlO4_id2830_E-5.27.cif,Ba4AlO4,-5.9337,2.277,Semiconductor,I4_1/a,88,36
Ca3TeO3_id2357_Final_E-5.92.cif,Ca3TeO3_id2357_E-1.18.cif,Ca3TeO3,-5.92,0.118,Semiconductor,P-1,2,42
Ba2Ca2AsSeO8_id2087_Final_E-5.92.cif,Ba2Ca2AsSeO8_id2087_E-3.91.cif,Ba2Ca2AsSeO8,-5.9165,2.879,Semiconductor,P3_221,154,42
Ba3P(SeO2)4_id4079_Final_E-5.92.cif,Ba3P(SeO2)4_id4079_E-4.14.cif,Ba3P(SeO2)4,-5.9156,1.413,Semiconductor,P1,1,32
Ti(GaO)4_id4003_Final_E-5.91.cif,Ti(GaO)4_id4003_E-5.82.cif,Ti(GaO)4,-5.9139,0.248,Semiconductor,P-43m,215,9
KLi3(SnO3)4_id670_Final_E-5.91.cif,KLi3(SnO3)4_id670_E-5.66.cif,KLi3(SnO3)4,-5.9132,0.0,Metal,Im-3,204,40
Mg4Be4B2P4NO9_id3969_Final_E-5.91.cif,Mg4Be4B2P4NO9_id3969_E-4.07.cif,Mg4Be4B2P4NO9,-5.9109,2.37,Semiconductor,P4bm,100,48
LiGeO2_id258_Final_E-5.90.cif,LiGeO2_id258_E-5.75.cif,LiGeO2,-5.8968,2.978,Semiconductor,I4_122,98,16
LiGeO2_id3932_Final_E-5.90.cif,LiGeO2_id3932_E-5.88.cif,LiGeO2,-5.8968,2.959,Semiconductor,I4_122,98,16
LiGeO2_id3436_Final_E-5.90.cif,LiGeO2_id3436_E-5.83.cif,LiGeO2,-5.8967,2.909,Semiconductor,I4_122,98,16
NaSiBSb4As2N5O6_id2749_Final_E-5.87.cif,NaSiBSb4As2N5O6_id2749_E-5.17.cif,NaSiBSb4As2N5O6,-5.8722,1.881,Semiconductor,P1,1,60
SrCaO4_id3030_Final_E-5.87.cif,SrCaO4_id3030_E-5.59.cif,SrCaO4,-5.8705,1.95,Semiconductor,Pban,50,12
SrCaO4_id163_Final_E-5.87.cif,SrCaO4_id163_E-5.66.cif,SrCaO4,-5.8701,1.961,Semiconductor,Pban,50,12
BaSr2O6_id1417_Final_E-5.86.cif,BaSr2O6_id1417_E-4.73.cif,BaSr2O6,-5.8621,0.0,Metal,P1,1,18
TiInO8_id2862_Final_E-5.85.cif,TiInO8_id2862_E-5.21.cif,TiInO8,-5.8536,1.019,Semiconductor,P4/nbm,125,20
Ba2NaSnP2(SO4)2_id4624_Final_E-5.85.cif,Ba2NaSnP2(SO4)2_id4624_E-4.40.cif,Ba2NaSnP2(SO4)2,-5.848,0.0,Metal,P3_121,152,48
KNa2C2NO2_id738_Final_E-5.84.cif,KNa2C2NO2_id738_E-5.65.cif,KNa2C2NO2,-5.8377,1.156,Semiconductor,Aea2,41,32
KSn(PO10)2_id2583_Final_E-5.83.cif,KSn(PO10)2_id2583_E-4.12.cif,KSn(PO10)2,-5.8258,2.356,Semiconductor,P-1,2,24
BaN4O5_id3473_Final_E-5.83.cif,BaN4O5_id3473_E-5.06.cif,BaN4O5,-5.8253,1.123,Semiconductor,P1,1,20
Sr2P4O3_id1556_Final_E-5.82.cif,Sr2P4O3_id1556_E-5.15.cif,Sr2P4O3,-5.8208,0.982,Semiconductor,P4_32_12,96,36
KTi2Si6SbO50_id4235_Final_E-5.82.cif,KTi2Si6SbO50_id4235_E-4.93.cif,KTi2Si6SbO50,-5.8158,1.179,Semiconductor,P-3,147,60
MgSbO2_id2354_Final_E-5.81.cif,MgSbO2_id2354_E-5.46.cif,MgSbO2,-5.8136,0.073,Semiconductor,P3_221,154,12
SrSnGeO3_id2810_Final_E-5.81.cif,SrSnGeO3_id2810_E-5.73.cif,SrSnGeO3,-5.8055,2.822,Semiconductor,P-6m2,187,6
LiAlGeO8_id1008_Final_E-5.80.cif,LiAlGeO8_id1008_E-4.90.cif,LiAlGeO8,-5.7989,3.52,Insulator,P1,1,22
BAs3P12N5_id1527_Final_E-5.79.cif,BAs3P12N5_id1527_E-5.20.cif,BAs3P12N5,-5.7927,0.807,Semiconductor,P2_1,4,42
Ga2Si2P2N2O_id4936_Final_E-5.79.cif,Ga2Si2P2N2O_id4936_E-5.40.cif,Ga2Si2P2N2O,-5.7909,0.0,Metal,Pbcn,60,36
NaMgScO6_id706_Final_E-5.79.cif,NaMgScO6_id706_E-5.76.cif,NaMgScO6,-5.7875,3.586,Insulator,P-31c,163,18
SrAs4PO4_id1613_Final_E-5.78.cif,SrAs4PO4_id1613_E-5.11.cif,SrAs4PO4,-5.7756,1.144,Semiconductor,P1,1,20
SnSb7O8_id4511_Final_E-5.77.cif,SnSb7O8_id4511_E-4.96.cif,SnSb7O8,-5.7703,0.657,Semiconductor,P2_12_12,18,32
P2S2N_id3847_Final_E-5.75.cif,P2S2N_id3847_E-4.45.cif,P2S2N,-5.751,1.847,Semiconductor,Aea2,41,20
NaPO2_id4919_Final_E-5.74.cif,NaPO2_id4919_E-5.23.cif,NaPO2,-5.743,3.192,Semiconductor,I4_122,98,16
TeN_id4620_Final_E-5.74.cif,TeN_id4620_E-5.00.cif,TeN,-5.7428,0.952,Semiconductor,C222_1,20,16
Li(GeO)2_id3295_Final_E-5.74.cif,Li(GeO)2_id3295_E-4.98.cif,Li(GeO)2,-5.7397,1.72,Semiconductor,Ibam,72,40
BaSrO6_id948_Final_E-5.74.cif,BaSrO6_id948_E-4.88.cif,BaSrO6,-5.7362,2.923,Semiconductor,P-1,2,24
Ca6Mg2(NO)3_id1976_Final_E-5.73.cif,Ca6Mg2(NO)3_id1976_E-5.31.cif,Ca6Mg2(NO)3,-5.7337,0.0,Metal,P321,150,14
Ca3CNO3_id1304_Final_E-5.72.cif,Ca3CNO3_id1304_E-5.71.cif,Ca3CNO3,-5.7246,3.725,Insulator,R32,155,24
Ba3GeO3_id2784_Final_E-5.71.cif,Ba3GeO3_id2784_E-4.63.cif,Ba3GeO3,-5.7127,0.059,Semiconductor,P6_3,173,14
Sb3(TeO3)2_id1295_Final_E-5.71.cif,Sb3(TeO3)2_id1295_E-4.95.cif,Sb3(TeO3)2,-5.7116,1.527,Semiconductor,P1,1,11
LiAsO2_id4071_Final_E-5.71.cif,LiAsO2_id4071_E-5.69.cif,LiAsO2,-5.7097,2.294,Semiconductor,I4_122,98,16
Li2Si2S2N3_id2446_Final_E-5.71.cif,Li2Si2S2N3_id2446_E-4.90.cif,Li2Si2S2N3,-5.7084,2.694,Semiconductor,P1,1,27
MgAlZn2O4_id2210_Final_E-5.71.cif,MgAlZn2O4_id2210_E-4.05.cif,MgAlZn2O4,-5.7084,2.338,Semiconductor,P-42c,112,16
SbO_id52_Final_E-5.70.cif,SbO_id52_E-4.30.cif,SbO,-5.7026,1.623,Semiconductor,P2,3,12
AsPO9_id4549_Final_E-5.70.cif,AsPO9_id4549_E-4.88.cif,AsPO9,-5.699,2.644,Semiconductor,P1,1,11
Ba4CaTeO4_id2066_Final_E-5.69.cif,Ba4CaTeO4_id2066_E-3.77.cif,Ba4CaTeO4,-5.6911,0.0,Metal,P42_12,90,20
BaIn3GaB2O5_id370_Final_E-5.69.cif,BaIn3GaB2O5_id370_E-4.96.cif,BaIn3GaB2O5,-5.6897,0.0,Metal,P1,1,36
In2SnO6_id3382_Final_E-5.69.cif,In2SnO6_id3382_E-4.78.cif,In2SnO6,-5.688,0.0,Metal,P-3c1,165,18
BaSnO6_id4044_Final_E-5.68.cif,BaSnO6_id4044_E-5.31.cif,BaSnO6,-5.6795,1.201,Semiconductor,P6_322,182,16
NaLiMgPCNO2_id772_Final_E-5.67.cif,NaLiMgPCNO2_id772_E-4.91.cif,NaLiMgPCNO2,-5.6749,1.5,Semiconductor,Pc,7,32
MgGaSi2SO16_id538_Final_E-5.66.cif,MgGaSi2SO16_id538_E-4.43.cif,MgGaSi2SO16,-5.664,3.012,Semiconductor,P1,1,42
BaCaAs2O11_id270_Final_E-5.65.cif,BaCaAs2O11_id270_E-3.73.cif,BaCaAs2O11,-5.655,1.831,Semiconductor,P1,1,15
SrCaO4_id2752_Final_E-5.65.cif,SrCaO4_id2752_E-5.65.cif,SrCaO4,-5.652,1.878,Semiconductor,P4/nbm,125,12
Mg3InO4_id252_Final_E-5.64.cif,Mg3InO4_id252_E-5.64.cif,Mg3InO4,-5.6386,0.075,Semiconductor,Pm-3n,223,16
Ca2ScS4_id2233_Final_E-5.64.cif,Ca2ScS4_id2233_E-4.49.cif,Ca2ScS4,-5.6366,2.142,Semiconductor,P-1,2,28
