file_name,formula,energy,bandgap,type,space_group_symbol,space_group_number,num_atoms
NaCaTi(NO)2_id498_Final_E-6.91.cif,NaCaTi(NO)2,-6.9117,1.442,Semiconductor,Pc,7,28
BaCaGa2N11_id75_Final_E-6.88.cif,BaCaGa2N11,-6.8842,2.32,Semiconductor,P1,1,15
TiAlCdO6_id371_Final_E-6.88.cif,TiAlCdO6,-6.8789,1.726,Semiconductor,P-31c,163,18
SiO3_id2631_Final_E-6.85.cif,SiO3,-6.8517,1.585,Semiconductor,P1,1,32
SrN4_id1397_Final_E-6.79.cif,SrN4,-6.7871,1.797,Semiconductor,I4_1/a,88,20
C(NO2)3_id284_Final_E-6.79.cif,C(NO2)3,-6.7869,1.785,Semiconductor,P1,1,30
LiTi4As(SO)3_id3251_Final_E-6.74.cif,LiTi4As(SO)3,-6.7439,0.629,Semiconductor,P-6m2,187,12
BaN2_id4315_Final_E-6.74.cif,BaN2,-6.7398,2.075,Semiconductor,P6/mmm,191,9
BaLi3MgTiSi2N6O7_id4537_Final_E-6.64.cif,BaLi3MgTiSi2N6O7,-6.639,1.494,Semiconductor,Pc,7,42
BaLi2Ca2Ge2P2O11_id3318_Final_E-6.62.cif,BaLi2Ca2Ge2P2O11,-6.6215,2.738,Semiconductor,P1,1,20
Si2PO2_id2278_Final_E-6.62.cif,Si2PO2,-6.6164,0.171,Semiconductor,P1,1,20
Ti2GaO_id2076_Final_E-6.61.cif,Ti2GaO,-6.6074,0.457,Semiconductor,Pmmn,59,8
PO_id3068_Final_E-6.60.cif,PO,-6.597,1.816,Semiconductor,P1,1,16
P4CS2N5_id2216_Final_E-6.59.cif,P4CS2N5,-6.586,2.19,Semiconductor,P1,1,48
AlGaO2_id25_Final_E-6.58.cif,AlGaO2,-6.5831,3.023,Semiconductor,Pca2_1,29,16
LiCaSb(P2O9)2_id1283_Final_E-6.58.cif,LiCaSb(P2O9)2,-6.5762,0.128,Semiconductor,I222,23,50
Ca2Sc2Cd2SO9_id3630_Final_E-6.57.cif,Ca2Sc2Cd2SO9,-6.5718,2.274,Semiconductor,P1,1,32
Ba2GeC2SN3O4_id4838_Final_E-6.57.cif,Ba2GeC2SN3O4,-6.5717,2.085,Semiconductor,P1,1,13
Ti3O16_id2089_Final_E-6.57.cif,Ti3O16,-6.5679,1.074,Semiconductor,P2,3,19
N5O3_id2931_Final_E-6.57.cif,N5O3,-6.5664,0.345,Semiconductor,C2/c,15,32
Sr3CaN12_id2867_Final_E-6.54.cif,Sr3CaN12,-6.5406,1.416,Semiconductor,Cmc2_1,36,32
Ba2NaSn(NO)4_id1374_Final_E-6.48.cif,Ba2NaSn(NO)4,-6.4808,1.068,Semiconductor,I-42d,122,48
Mg3Sc8C5_id4479_Final_E-6.46.cif,Mg3Sc8C5,-6.4613,0.977,Semiconductor,P-1,2,32
ScAsS2N_id4570_Final_E-6.44.cif,ScAsS2N,-6.4448,1.915,Semiconductor,Pca2_1,29,20
Te(NO)3_id1634_Final_E-6.44.cif,Te(NO)3,-6.4419,1.79,Semiconductor,P6_4,172,21
CdN3_id1780_Final_E-6.42.cif,CdN3,-6.4229,0.555,Semiconductor,R-3,148,24
KTi2BP2_id1890_Final_E-6.42.cif,KTi2BP2,-6.4188,0.634,Semiconductor,P-1,2,12
As2O3_id4736_Final_E-6.40.cif,As2O3,-6.4006,2.101,Semiconductor,Pccn,56,20
K2Sc2GaO8_id934_Final_E-6.36.cif,K2Sc2GaO8,-6.3582,2.784,Semiconductor,P-1,2,52
MgSiO2_id621_Final_E-6.33.cif,MgSiO2,-6.3263,0.674,Semiconductor,I4_122,98,16
Sb2O5_id1692_Final_E-6.30.cif,Sb2O5,-6.3045,2.096,Semiconductor,P1,1,14
KNa2Ca2TiO6_id2008_Final_E-6.29.cif,KNa2Ca2TiO6,-6.2851,2.046,Semiconductor,P-1,2,24
N3O_id4098_Final_E-6.28.cif,N3O,-6.2817,2.062,Semiconductor,R-3c,167,24
Ba(SbO2)2_id3423_Final_E-6.28.cif,Ba(SbO2)2,-6.2781,1.361,Semiconductor,Pnnm,58,14
BaCa(SO2)4_id1494_Final_E-6.27.cif,BaCa(SO2)4,-6.2669,0.58,Semiconductor,P4/nbm,125,28
Sr2LiSb(N2O3)2_id2444_Final_E-6.24.cif,Sr2LiSb(N2O3)2,-6.2449,1.482,Semiconductor,P1,1,56
BaMgGeO3_id3446_Final_E-6.23.cif,BaMgGeO3,-6.2263,1.792,Semiconductor,Cm,8,12
Li2TiSi2BO15_id1764_Final_E-6.19.cif,Li2TiSi2BO15,-6.1939,0.128,Semiconductor,Pc,7,42
Ba2Sr2LiP2S2(N2O3)2_id4751_Final_E-6.19.cif,Ba2Sr2LiP2S2(N2O3)2,-6.1938,2.26,Semiconductor,P3_121,152,57
Li2Ga2Si3(SO3)2_id1380_Final_E-6.19.cif,Li2Ga2Si3(SO3)2,-6.1932,2.017,Semiconductor,P1,1,30
CdInC6_id983_Final_E-6.18.cif,CdInC6,-6.1822,0.618,Semiconductor,P1,1,24
Ga6C(N2O)3_id1609_Final_E-6.18.cif,Ga6C(N2O)3,-6.1821,0.401,Semiconductor,P1,1,48
Ti5O8_id3201_Final_E-6.15.cif,Ti5O8,-6.1459,1.103,Semiconductor,P4_2/n,86,26
KMg2Be6InGa6(GeO9)2_id799_Final_E-6.11.cif,KMg2Be6InGa6(GeO9)2,-6.1103,1.707,Semiconductor,P321,150,36
Ti(GaN)4_id2504_Final_E-6.11.cif,Ti(GaN)4,-6.1081,0.794,Semiconductor,Ccce,68,36
TiGeSbS2O_id4885_Final_E-6.11.cif,TiGeSbS2O,-6.1064,1.256,Semiconductor,C2,5,36
SbO2_id4593_Final_E-6.09.cif,SbO2,-6.0928,1.404,Semiconductor,Pa-3,205,12
KCaSb2O5_id3777_Final_E-6.09.cif,KCaSb2O5,-6.0873,1.208,Semiconductor,P1,1,9
Mg(SnO2)2_id1968_Final_E-6.08.cif,Mg(SnO2)2,-6.0844,1.738,Semiconductor,P4_2/mcm,132,14
K2Na(BO)6_id3717_Final_E-6.07.cif,K2Na(BO)6,-6.0708,2.658,Semiconductor,P6_322,182,30
NaTiO6_id4392_Final_E-6.05.cif,NaTiO6,-6.0531,3.289,Semiconductor,P-31c,163,16
Ca4N4O_id4294_Final_E-6.01.cif,Ca4N4O,-6.0063,1.69,Semiconductor,P1,1,18
Li2SiBN2_id1965_Final_E-5.99.cif,Li2SiBN2,-5.9938,0.159,Semiconductor,Pc,7,24
SrGaSiPN4O13_id802_Final_E-5.99.cif,SrGaSiPN4O13,-5.9929,1.586,Semiconductor,P2_1,4,42
CdSiN2_id1027_Final_E-5.98.cif,CdSiN2,-5.9793,0.712,Semiconductor,I4_122,98,16
LiAsO2_id4455_Final_E-5.98.cif,LiAsO2,-5.9768,1.823,Semiconductor,P1,1,16
BaPO8_id170_Final_E-5.92.cif,BaPO8,-5.9234,0.485,Semiconductor,P2,3,20
Ti2CdInO2_id4665_Final_E-5.92.cif,Ti2CdInO2,-5.9159,0.351,Semiconductor,P4_12_12,92,24
Mg4O5_id2589_Final_E-5.91.cif,Mg4O5,-5.9101,3.239,Semiconductor,P1,1,18
KTiGeSbAsP(SO2)3_id539_Final_E-5.90.cif,KTiGeSbAsP(SO2)3,-5.9009,1.594,Semiconductor,P3_1,144,45
LiGeO2_id3753_Final_E-5.90.cif,LiGeO2,-5.8963,2.821,Semiconductor,I4_122,98,16
KGa4(AsO4)3_id3117_Final_E-5.90.cif,KGa4(AsO4)3,-5.8955,1.925,Semiconductor,P1,1,40
Si2B9_id4616_Final_E-5.88.cif,Si2B9,-5.8803,0.166,Semiconductor,P4bm,100,44
BaLi2TiSO7_id4094_Final_E-5.88.cif,BaLi2TiSO7,-5.8768,2.297,Semiconductor,P-1,2,24
K2SrS2(NO2)2_id1394_Final_E-5.87.cif,K2SrS2(NO2)2,-5.872,1.939,Semiconductor,P1,1,11
SrCaO4_id1701_Final_E-5.87.cif,SrCaO4,-5.8701,1.954,Semiconductor,Pban,50,12
SrGa2GeO4_id1678_Final_E-5.86.cif,SrGa2GeO4,-5.8626,0.503,Semiconductor,I222,23,16
Sc2Be6Al6In3N5O6_id2530_Final_E-5.86.cif,Sc2Be6Al6In3N5O6,-5.8623,2.598,Semiconductor,P6,168,28
As2NO_id2676_Final_E-5.86.cif,As2NO,-5.8589,1.709,Semiconductor,Pca2_1,29,16
BaO2_id2462_Final_E-5.86.cif,BaO2,-5.8576,1.78,Semiconductor,P1,1,9
Ba2GeS3O5_id1301_Final_E-5.86.cif,Ba2GeS3O5,-5.856,2.895,Semiconductor,P2_1/c,14,44
Sr3O4_id3928_Final_E-5.85.cif,Sr3O4,-5.847,2.418,Semiconductor,P6_3,173,14
SbPSe2S2(NO2)3_id2648_Final_E-5.85.cif,SbPSe2S2(NO2)3,-5.8469,2.299,Semiconductor,P2/c,13,60
SrLi(AsO4)2_id1625_Final_E-5.81.cif,SrLi(AsO4)2,-5.8083,0.923,Semiconductor,P1,1,12
LiAlSO_id2381_Final_E-5.80.cif,LiAlSO,-5.8019,2.755,Semiconductor,Pc,7,16
ScO6_id4241_Final_E-5.80.cif,ScO6,-5.7995,2.886,Semiconductor,P1,1,21
Ca2O5_id3224_Final_E-5.79.cif,Ca2O5,-5.7893,2.562,Semiconductor,Pccn,56,28
ScS4_id3820_Final_E-5.79.cif,ScS4,-5.7874,1.677,Semiconductor,Pcca,54,20
KZnSiO3_id3574_Final_E-5.78.cif,KZnSiO3,-5.7848,3.461,Semiconductor,P1,1,18
LiTiS2_id4743_Final_E-5.77.cif,LiTiS2,-5.7718,1.269,Semiconductor,I-42d,122,32
BePSeN_id3152_Final_E-5.76.cif,BePSeN,-5.7617,1.677,Semiconductor,Pca2_1,29,16
NaAl(SO2)2_id2010_Final_E-5.75.cif,NaAl(SO2)2,-5.7522,3.165,Semiconductor,P1,1,32
Si2GeAs2(PO)2_id3149_Final_E-5.75.cif,Si2GeAs2(PO)2,-5.7517,0.089,Semiconductor,P4_2mc,105,18
TiO7_id2386_Final_E-5.75.cif,TiO7,-5.7478,1.993,Semiconductor,P6_322,182,16
NaIn(SbO3)2_id2651_Final_E-5.74.cif,NaIn(SbO3)2,-5.7446,1.717,Semiconductor,P1,1,40
KB2SeSO_id4407_Final_E-5.74.cif,KB2SeSO,-5.7415,2.504,Semiconductor,Pca2_1,29,24
Li2Sb2O7_id1834_Final_E-5.74.cif,Li2Sb2O7,-5.7405,2.002,Semiconductor,Pc,7,22
BaTeN3_id2796_Final_E-5.74.cif,BaTeN3,-5.7379,1.327,Semiconductor,P-1,2,30
NaLiAsN2O5_id1181_Final_E-5.73.cif,NaLiAsN2O5,-5.7346,0.082,Semiconductor,P1,1,60
GaO_id3166_Final_E-5.73.cif,GaO,-5.7324,1.933,Semiconductor,Pbca,61,16
ScTiSn_id4898_Final_E-5.72.cif,ScTiSn,-5.7205,0.144,Semiconductor,P4/mmm,123,12
ScGa3O7_id707_Final_E-5.72.cif,ScGa3O7,-5.716,1.329,Semiconductor,Pm-3n,223,22
Ba2Li4N4O3_id1086_Final_E-5.71.cif,Ba2Li4N4O3,-5.7056,0.199,Semiconductor,P1,1,52
KMg2GaO4_id3159_Final_E-5.70.cif,KMg2GaO4,-5.7016,2.865,Semiconductor,Ccc2,37,16
Sr2N2O_id4096_Final_E-5.68.cif,Sr2N2O,-5.6809,0.816,Semiconductor,Aea2,41,40
Mg(TeO2)4_id484_Final_E-5.67.cif,Mg(TeO2)4,-5.669,2.098,Semiconductor,C2/c,15,52
BaN2O_id2286_Final_E-5.67.cif,BaN2O,-5.6676,0.512,Semiconductor,I4_122,98,16
Li3Ca6NO6_id3236_Final_E-5.66.cif,Li3Ca6NO6,-5.6575,0.294,Semiconductor,P1,1,48
BS2_id1789_Final_E-5.65.cif,BS2,-5.6469,2.007,Semiconductor,Pbca,61,24
InGaSnO3_id3167_Final_E-5.64.cif,InGaSnO3,-5.6444,1.021,Semiconductor,P1,1,6
AlGaN2_id1998_Final_E-5.64.cif,AlGaN2,-5.6429,0.119,Semiconductor,Fm-3m,225,16
NaGeO2_id3961_Final_E-5.64.cif,NaGeO2,-5.6394,1.84,Semiconductor,I4_122,98,16
NaGeO2_id4834_Final_E-5.64.cif,NaGeO2,-5.6394,1.84,Semiconductor,I4_122,98,16
SrScO12_id1681_Final_E-5.63.cif,SrScO12,-5.6306,1.06,Semiconductor,P-31c,163,28
ScAl2SO3_id3752_Final_E-5.63.cif,ScAl2SO3,-5.6274,2.574,Semiconductor,P4mm,99,14
BaCaO4_id939_Final_E-5.63.cif,BaCaO4,-5.6251,3.227,Semiconductor,Pban,50,12
Ge(SbN)2_id86_Final_E-5.62.cif,Ge(SbN)2,-5.6236,0.148,Semiconductor,P4_12_12,92,20
Ca2Te2As2N7_id2656_Final_E-5.62.cif,Ca2Te2As2N7,-5.6233,1.084,Semiconductor,C2/c,15,52
NaCa3Zn2O6_id602_Final_E-5.62.cif,NaCa3Zn2O6,-5.6158,2.281,Semiconductor,P1,1,24
Zn(GaO2)2_id903_Final_E-5.61.cif,Zn(GaO2)2,-5.6051,0.91,Semiconductor,P4_2/nnm,134,14
BaCaO4_id3765_Final_E-5.60.cif,BaCaO4,-5.6043,0.251,Semiconductor,P4/nbm,125,12
TiGa3N3O4_id834_Final_E-5.60.cif,TiGa3N3O4,-5.6042,0.109,Semiconductor,Pm-3n,223,22
Li2Ge2O3_id717_Final_E-5.59.cif,Li2Ge2O3,-5.5853,1.307,Semiconductor,Pbcn,60,28
ZnGa3Ge2O15_id324_Final_E-5.57.cif,ZnGa3Ge2O15,-5.5723,2.159,Semiconductor,P1,1,21
Li2MgTiZn2C(NO)2_id2397_Final_E-5.57.cif,Li2MgTiZn2C(NO)2,-5.5673,1.208,Semiconductor,P1,1,11
LiSiCS3O_id2311_Final_E-5.55.cif,LiSiCS3O,-5.5467,2.051,Semiconductor,P6_4,172,42
K2Ba2In3SbP2(SeO3)4_id3150_Final_E-5.54.cif,K2Ba2In3SbP2(SeO3)4,-5.5431,1.21,Semiconductor,P-1,2,26
BeSiSnSN_id812_Final_E-5.54.cif,BeSiSnSN,-5.5355,0.096,Semiconductor,Pnma,62,20
BeSiGeAsPO16_id629_Final_E-5.53.cif,BeSiGeAsPO16,-5.5299,1.32,Semiconductor,Pc,7,42
Cd(GaO2)6_id2165_Final_E-5.53.cif,Cd(GaO2)6,-5.5292,2.112,Semiconductor,Im-3,204,38
Li3Zn(GaO3)2_id565_Final_E-5.52.cif,Li3Zn(GaO3)2,-5.5192,2.473,Semiconductor,P1,1,24
BeSbN_id4826_Final_E-5.51.cif,BeSbN,-5.5117,2.177,Semiconductor,P6_222,180,9
Sn2Se2SO5_id112_Final_E-5.49.cif,Sn2Se2SO5,-5.49,1.124,Semiconductor,Pc,7,40
SiGeN2_id4702_Final_E-5.48.cif,SiGeN2,-5.4847,1.691,Semiconductor,I4_122,98,16
SiO7_id714_Final_E-5.48.cif,SiO7,-5.4782,0.72,Semiconductor,P1,1,32
K2Ti2Si2B4N5O_id4060_Final_E-5.47.cif,K2Ti2Si2B4N5O,-5.4707,1.281,Semiconductor,P-1,2,32
BaNa(AsO4)2_id3204_Final_E-5.46.cif,BaNa(AsO4)2,-5.4605,1.33,Semiconductor,P-1,2,12
Na3Li2ScZn2Si2Sn2(SeO13)2_id1889_Final_E-5.46.cif,Na3Li2ScZn2Si2Sn2(SeO13)2,-5.4593,2.844,Semiconductor,P1,1,40
LiBeZnO2_id2357_Final_E-5.46.cif,LiBeZnO2,-5.4587,2.906,Semiconductor,C2/c,15,40
LiPO10_id738_Final_E-5.45.cif,LiPO10,-5.4542,0.908,Semiconductor,C2,5,36
Mg3Ga(NO)2_id4087_Final_E-5.45.cif,Mg3Ga(NO)2,-5.4463,1.312,Semiconductor,C2/m,12,16
Li5TiB4As4(S2O)2_id1472_Final_E-5.44.cif,Li5TiB4As4(S2O)2,-5.4441,0.595,Semiconductor,P1,1,20
Ba3Sr4(TeO3)2_id4092_Final_E-5.43.cif,Ba3Sr4(TeO3)2,-5.4288,1.179,Semiconductor,P2_1/c,14,30
BaInO6_id2991_Final_E-5.43.cif,BaInO6,-5.4254,1.601,Semiconductor,P6_322,182,16
ScSe3_id1666_Final_E-5.42.cif,ScSe3,-5.4207,0.97,Semiconductor,P1,1,16
LiSi(AsO)2_id1580_Final_E-5.42.cif,LiSi(AsO)2,-5.4198,1.592,Semiconductor,P1,1,24
LiSi4(GeO)2_id295_Final_E-5.42.cif,LiSi4(GeO)2,-5.415,0.526,Semiconductor,P4_32_12,96,36
Li4GaAsNO12_id584_Final_E-5.41.cif,Li4GaAsNO12,-5.4089,3.185,Semiconductor,P1,1,38
KLiN4O15_id528_Final_E-5.40.cif,KLiN4O15,-5.3989,1.979,Semiconductor,P2_1,4,42
CdSbO4_id1945_Final_E-5.38.cif,CdSbO4,-5.3834,2.363,Semiconductor,Pban,50,12
Na2Ca3NO6_id103_Final_E-5.38.cif,Na2Ca3NO6,-5.3831,2.34,Semiconductor,P2,3,12
NaBe(GaO2)2_id1378_Final_E-5.38.cif,NaBe(GaO2)2,-5.3795,1.202,Semiconductor,C222,21,24
SrInO6_id2700_Final_E-5.38.cif,SrInO6,-5.3785,1.997,Semiconductor,P6_322,182,16
K2SbO3_id3060_Final_E-5.37.cif,K2SbO3,-5.3666,0.394,Semiconductor,P1,1,12
CaGa3O7_id4674_Final_E-5.36.cif,CaGa3O7,-5.3577,1.354,Semiconductor,Pm-3n,223,22
Ba2O3_id1987_Final_E-5.35.cif,Ba2O3,-5.3526,1.783,Semiconductor,P6_522,179,30
Li4Be3N4_id519_Final_E-5.35.cif,Li4Be3N4,-5.348,2.815,Semiconductor,I-42d,122,44
In(TeO2)4_id1744_Final_E-5.34.cif,In(TeO2)4,-5.3406,1.632,Semiconductor,P-42_1c,114,26
KLi2BSbTeO15_id4617_Final_E-5.33.cif,KLi2BSbTeO15,-5.3335,0.672,Semiconductor,Pc,7,42
NaScO6_id2055_Final_E-5.33.cif,NaScO6,-5.3303,0.483,Semiconductor,P-31c,163,16
Na(TeO2)2_id3073_Final_E-5.32.cif,Na(TeO2)2,-5.3233,1.766,Semiconductor,Pm,6,7
K2ScCd3(NO2)3_id3908_Final_E-5.32.cif,K2ScCd3(NO2)3,-5.3159,2.414,Semiconductor,C2/c,15,60
BaS_id3668_Final_E-5.31.cif,BaS,-5.3092,0.252,Semiconductor,Fm-3m,225,8
Li(SiS2)2_id2623_Final_E-5.29.cif,Li(SiS2)2,-5.2944,2.266,Semiconductor,P-42m,111,7
Li2CaPO2_id3414_Final_E-5.29.cif,Li2CaPO2,-5.2919,2.83,Semiconductor,Cmcm,63,24
In3SbO4_id2594_Final_E-5.29.cif,In3SbO4,-5.2919,1.715,Semiconductor,P4_2/m,84,16
TiIn3O3_id3748_Final_E-5.28.cif,TiIn3O3,-5.2801,0.254,Semiconductor,Pm-3n,223,14
BeAl(GaO3)2_id3292_Final_E-5.28.cif,BeAl(GaO3)2,-5.2796,2.756,Semiconductor,P-42c,112,40
NaLi4Ca2(PO8)2_id3215_Final_E-5.28.cif,NaLi4Ca2(PO8)2,-5.2773,1.756,Semiconductor,Pnn2,34,50
Li8Si2S2NO8_id1920_Final_E-5.27.cif,Li8Si2S2NO8,-5.2736,1.794,Semiconductor,P2_1,4,42
SiGeP9_id1205_Final_E-5.27.cif,SiGeP9,-5.2672,1.282,Semiconductor,C222_1,20,44
TiZnGa2(SO)4_id4774_Final_E-5.26.cif,TiZnGa2(SO)4,-5.2562,1.159,Semiconductor,P-42c,112,24
MgBe3ZnS3N3O_id3340_Final_E-5.26.cif,MgBe3ZnS3N3O,-5.2555,2.212,Semiconductor,P2_13,198,48
Li11(NO2)4_id2821_Final_E-5.26.cif,Li11(NO2)4,-5.2553,2.08,Semiconductor,P1,1,46
Ca2N3O_id4083_Final_E-5.26.cif,Ca2N3O,-5.255,2.794,Semiconductor,C2,5,18
AlSnO_id1395_Final_E-5.25.cif,AlSnO,-5.2545,1.514,Semiconductor,C222_1,20,24
In2Ge2Se(SO3)2_id1518_Final_E-5.25.cif,In2Ge2Se(SO3)2,-5.2535,1.656,Semiconductor,P-1,2,13
TiSbO23_id1546_Final_E-5.25.cif,TiSbO23,-5.2483,0.99,Semiconductor,P1,1,50
Mg8Ga4N9_id2302_Final_E-5.24.cif,Mg8Ga4N9,-5.2376,1.411,Semiconductor,Cc,9,42
Mg(P3O)2_id3865_Final_E-5.24.cif,Mg(P3O)2,-5.2361,0.382,Semiconductor,Pmn2_1,31,18
Li2Mg2B6P3O2_id4378_Final_E-5.23.cif,Li2Mg2B6P3O2,-5.2343,1.443,Semiconductor,P1,1,45
LiMg2O6_id4967_Final_E-5.23.cif,LiMg2O6,-5.2325,2.498,Semiconductor,P-3c1,165,18
Si5S4_id2788_Final_E-5.23.cif,Si5S4,-5.2268,1.098,Semiconductor,C2/c,15,36
BaSr6GeO7_id2765_Final_E-5.23.cif,BaSr6GeO7,-5.2264,3.283,Semiconductor,P1,1,30
Li4TeAsO4_id2191_Final_E-5.22.cif,Li4TeAsO4,-5.2249,2.541,Semiconductor,Pnn2,34,20
InO_id4528_Final_E-5.22.cif,InO,-5.2248,0.254,Semiconductor,P4_2/ncm,138,8
Se2O3_id4600_Final_E-5.22.cif,Se2O3,-5.2243,1.32,Semiconductor,Pbcn,60,20
Li4SnGeAsO4_id1952_Final_E-5.22.cif,Li4SnGeAsO4,-5.2224,0.729,Semiconductor,P1,1,44
Zn2C2NO2_id2086_Final_E-5.22.cif,Zn2C2NO2,-5.2218,1.883,Semiconductor,P2_1/c,14,28
CaZn(P3O)2_id2792_Final_E-5.22.cif,CaZn(P3O)2,-5.2205,1.624,Semiconductor,P-1,2,30
NaLi2GaO4_id3701_Final_E-5.22.cif,NaLi2GaO4,-5.2203,2.806,Semiconductor,P1,1,32
As2O_id859_Final_E-5.21.cif,As2O,-5.2117,1.021,Semiconductor,Pbcn,60,12
SrSiP4_id16_Final_E-5.20.cif,SrSiP4,-5.1997,1.138,Semiconductor,I4_1/a,88,24
K2BeP(SeO)4_id2975_Final_E-5.20.cif,K2BeP(SeO)4,-5.1978,2.18,Semiconductor,I222,23,24
ZnSn2BO4_id335_Final_E-5.20.cif,ZnSn2BO4,-5.1974,1.241,Semiconductor,Pmmm,47,16
Li(SeN2)2_id4893_Final_E-5.20.cif,Li(SeN2)2,-5.1974,1.503,Semiconductor,Fd-3m,227,56
ScTeSe2_id3982_Final_E-5.20.cif,ScTeSe2,-5.1974,1.078,Semiconductor,Pc,7,16
Li3(SbO6)2_id1948_Final_E-5.19.cif,Li3(SbO6)2,-5.1936,1.183,Semiconductor,P6/mcc,192,34
TeS2O3_id1782_Final_E-5.19.cif,TeS2O3,-5.1897,0.904,Semiconductor,Aea2,41,24
BaNaCaO9_id3836_Final_E-5.19.cif,BaNaCaO9,-5.1873,0.06,Semiconductor,P-1,2,24
CaPN2_id2050_Final_E-5.19.cif,CaPN2,-5.186,2.13,Semiconductor,I4_122,98,16
K5In3(Se2O7)2_id895_Final_E-5.18.cif,K5In3(Se2O7)2,-5.1841,2.539,Semiconductor,P-1,2,26
GaBN2_id3536_Final_E-5.18.cif,GaBN2,-5.1816,1.56,Semiconductor,P1,1,16
AlPS_id3689_Final_E-5.18.cif,AlPS,-5.1788,1.492,Semiconductor,P1,1,12
AlSi3S4_id4990_Final_E-5.16.cif,AlSi3S4,-5.1633,2.055,Semiconductor,I-42m,121,16
Li6InGaO12_id2725_Final_E-5.16.cif,Li6InGaO12,-5.1615,2.574,Semiconductor,P1,1,40
NaLi3In3Ge3PO15_id524_Final_E-5.16.cif,NaLi3In3Ge3PO15,-5.1612,0.969,Semiconductor,P1,1,26
KCaBNO17_id2698_Final_E-5.15.cif,KCaBNO17,-5.1521,0.325,Semiconductor,Pc,7,42
SrZn2O4_id2433_Final_E-5.14.cif,SrZn2O4,-5.1405,2.022,Semiconductor,Fd-3m,227,56
